word,meaning,order,numbering
227,컴퓨터의 명령에 따라 행함.,2,227_2
228,빠르기. 빠른 정도.,1,228_1
229,목적을 이루기 위하여 몸과 마음을 다하여 애를 씀. ,1,229_1
229,열심이다. 열심히.,2,229_2
230,생각할 수 있는 범위 안에서 가장 완전하다고 여겨지는 것. ,1,230_1
230,(대개 ‘이상적’의 꼴로) 생각할 수 있는 범위 안에서 최대한 완전함.,2,230_2
231,어떠한 일을 하는 데 적절한 시기나 경우.,1,231_1
232,목적지로 가기 위해 있던 곳을 떠남. ,1,232_1
232,어떤 일을 시작함.,2,232_2
233,"움직일 수 없고, 광합성을 통해 스스로 생존할 수 있는 생물.",1,233_1
234,콩을 갈아서 간수로 응고시켜 만든 식품.,1,234_1
235,주로 후일에 남길 목적으로 어떤 사실을 적음. 또는 그 글. ,1,235_1
235,운동 경기 따위에서 세운 성적. 특히 최고 성적.,2,235_2
236,자세하고 세밀함. ,1,236_1
236,"자세한 내용, 사항.",2,236_2
237,정치상의 권력. 또는 정치를 담당하는 권력. 정부.,1,237_1
238,경치. ,1,238_1
238,어떤 정경이나 상황.,2,238_2
239,"일어난 일, 사무, 임무와 관련하여 한 일 등에 관하여 말이나 글로 알림. 또는 그 내용. ",1,239_1
239,강연. (논문) 발표.,2,239_2
240,"건물, 설비, 구조물 등을 설계에 따라 지음. 또는 그렇게 지어진 것.",1,240_1
241,사물을 인식하여 논리나 기준 등에 따라 판정을 내림. ,1,241_1
241,점(占).점치는 것.,2,241_2
242,"어떤 행동이나 견해, 제안 따위에 따르지 아니하고 맞서 거스름. ",1,242_1
242,"두 사물이 모양, 위치, 방향, 순서 따위에서 등지거나 서로 맞섬. 또는 그런 상태.",2,242_2
243,직장 등에서 맡아 하는 일.,1,243_1
244,그 사람 자신. ,1,244_1
244,스스로. 저절로.,2,244_2
245,아직 완전히 성숙하지 아니한 어린 여자아이.,1,245_1
246,알고 있는 것.,1,246_1
247,땅. ,1,247_1
247,그 고장. 그 지방.,2,247_2
248,해를 입거나 손상되지 않도록 잘 지키고 돌봄.,1,248_1
249,의술로 병을 고침. 또는 그런 일.,1,249_1
250,틀림없음.,1,250_1
251,필요한 장치를 설치하여 갖춤. 또는 그런 장치.,1,251_1
252,"건물, 다리 따위와 같은 구조물의 무게를 받치기 위하여 만든 밑받침. ",1,252_1
252,사물이나 일 따위의 기본이 되는 토대.,2,252_2
253,모든 천체를 포함한 공간 전체. 또는 지구의 대기권 바깥.,1,253_1
254,일반 평지보다 매우 높으면서 평평한 땅.,1,254_1
255,"관습, 규범 등 사회 운영을 지배하는 원리의 체계.",1,255_1
256,처음. 본디. ,1,256_1
256,당연히 그래야 하는 도리로 볼 때.,2,256_2
257,몸을 움직이거나 가누는 모양. ,1,257_1
257,사물을 대할 때 가지는 마음가짐.,2,257_2
258,한곳에 꼭 붙어 있거나 붙어 있게 함. ,1,258_1
258,한번 정한 대로 변경하지 아니함.,2,258_2
259,같은 목적을 위하여 모인 사람들의 일정한 조직체. ,1,259_1
259,어떤 행동을 함께 하는 사람들.,2,259_2
260,인공적인 처리를 하여 변화시킴. ,1,260_1
260,다듬다. 더 좋게 만들기 위해 뒤처리를 하다.,2,260_2
261,단단하고 광택이 있고 열이나 전기를 잘 전달하는 쇠붙이 같은 물질.,1,261_1
262,학문이나 기예(技藝)를 가르침. ,1,262_1
262,"대학에서, 학문을 가르치고 연구하는 사람.",2,262_2
263,"지구를 둘러싸고 있는 무색, 무취의 투명한 기체. ",1,263_1
263,그 자리에 감도는 기분이나 분위기.,2,263_2
264,피부를 가르고 환부를 열어서 몸속의 조직을 직접 보면서 하는 치료. ,1,264_1
264,어떤 결함 따위를 근본적으로 고치는 일을 비유적으로 이르는 말.,2,264_2
265,갑작스러움.,1,265_1
266,체계적으로 정리된 생각들의 체계. 특히 사회나 정치에 대한 생각. ,1,266_1
266,생각. 의사. 의견. ,2,266_2
266,생각하다.,3,266_3
267,생물의 감각기관과 중추기관 사이에서 정보를 전달하는 조직. ,1,267_1
267,어떤 것에 대해 마음에 자꾸 떠오르는 느낌. ,2,267_2
267,정신이상.,3,267_3
268,남성인 사람.,1,268_1
269,없던 것이 생겨남.,1,269_1
270,2차원 도형이나 공간의 크기.,1,270_1
271,"전기, 열, 화학 에너지 등을 운동 에너지로 바꾸는 기계 장치. ",1,271_1
271,일정한 목적을 위하여 설치된 조직이나 단체. ,2,271_2
271,"계책, 계략, 꾀.",3,271_3
272,어떠한 현상을 일으키거나 영향을 미침. 또는 그 영향.,1,272_1
273,일이 잘못되어 목표한 바를 이루지 못함.,1,273_1
274,"시험, 경기, 일 등을 한 결과를 평가한 것.",1,274_1
275,주되고 중요함. ,1,275_1
275,주로. 대부분.,2,275_2
276,"재능, 능력 따위를 떨치어 나타냄. ",1,276_1
276,충분히 드러내다. 십분 표현하다. ,2,276_2
276,더욱 드높이다. 더 발전시키다.,3,276_3
277,다른 것으로부터 떨어져서 독자적으로 존재함. ,1,277_1
277,다른 것에 예속하거나 의존하지 않는 상태이거나 그런 상태로 됨. ,2,277_2
277,홀로 서다.,3,277_3
278,사물의 가장 바깥쪽. 또는 가장 윗부분. ,1,278_1
278,겉으로 나타나거나 눈에 띄는 부분.,2,278_2
279,어떤 대상에 대해 알고 싶어하고 끌리는 마음. ,1,279_1
279,관심이 있다. 관심을 가지다. 신경을 쓰다.,2,279_2
280,안쪽의 부분. ,1,280_1
280,"조직, 단체의 안.",2,280_2
281,"외부의 자극, 현상에 대응하여 사람, 사물이 보이는 현상.",1,281_1
282,제품의 좋고 나쁜 정도. ,1,282_1
282,"사람의 품성, 됨됨이.",2,282_2
283,만듦. 특히 일정한 공정에 따라 대규모로 만듦. ,1,283_1
283,"인위적으로 어떤 분위기나 국면을 조성, 조장하다.",2,283_2
284,"수량, 수준, 정도의 어떤 것에 해당함. ",1,284_1
284,"수량, 수준, 정도가 꽤 높음. ",2,284_2
284,엇비슷하다. 대등하다. ,3,284_3
284,적절하다.,4,284_4
285,"집안에서 쓰는, 비교적 크기가 큰 기구.",1,285_1
286,자기의 의견이나 주의를 굳게 내세움. 또는 그런 의견이나 주의.,1,286_1
287,역사에서 현대로부터 그리 멀지 않은 시기.,1,287_1
288,운동 따위를 통하여 신체를 튼튼하게 단련시키는 일. 또는 그런 목적으로 하는 운동.,1,288_1
289,의심스럽게 생각함. 또는 그런 문제나 사실.,1,289_1
290,학교에서 가르치고 배우는 활동이 일어나는 방. ,1,290_1
290,어떤 것을 가르치고 배우는 모임. ,2,290_2
290,주로 대학에서 일정한 분야를 연구하는 집단.,3,290_3
291,사람의 몸. ,1,291_1
291,몸의 건강 상태. 컨디션.,2,291_2
292,보통과 특별히 다름.,1,292_1
293,밖에 있는 것을 안으로 빨아들임. ,1,293_1
293,받아들여서 자기 것으로 삼음.,2,293_2
294,"건물, 설비, 시설 따위를 새로 만들어 세움. ",1,294_1
294,조직체 따위를 새로 이룩함.,2,294_2
295,틀림이 없이 바르고 확실함.,1,295_1
296,"어떤 명제가 참임을 증거, 근거, 이유 등을 들어서 밝힘. ",1,296_1
296,신분이나 사실을 증명하는 문서.,2,296_2
297,뒤쪽의 경치. ,1,297_1
297,"겉으로 드러난 사건, 현상의 밑에 있으면서 그 사건, 현상에 영향을 미치는 것. ",2,297_2
297,어떤 사람의 뒤에서 그를 돌보고 뒷받침해 주는 사람이나 세력.,3,297_3
298,"어떤 상태, 상황을 변함없이 그대로 지킴. ",1,298_1
298,책임을 떠맡아 돌봐 줌. 지원. 후원. 원조. 도움. 지지.,2,298_2
299,크기를 더 크게 함.,1,299_1
300,오는 사람을 기쁜 마음으로 반갑게 맞음. ,1,300_1
300,기꺼이 받아들임.,2,300_2
301,언론사에서 보도를 위하여 취재하고 기사를 작성하는 사람.,1,301_1
302,어떤 행동을 둘 이상이 함께 함.,1,302_1
303,"학문적 가설이나 이론을 검증하기 위하여 현상을 관찰, 측정함. ",1,303_1
303,아직 완전히 검증되지 않은 방법을 시험 삼아 시도해 봄.,2,303_2
304,중요하게 여김.,1,304_1
305,복잡한 것을 개별적인 요소나 성분으로 나눔.,1,305_1
306,머리에 쓰는 착용물. ,1,306_1
306,물체의 윗부분에 덮는 물건. ,2,306_2
306,"죄명, 악평의 딱지, 꼬리표. 낙인.",3,306_3
307,사람의 건강을 보호하고 질병을 치료하고 예방하는 것에 대해 연구하는 학문.,1,307_1
308,단체에 들어감. ,1,308_1
308,(집어)넣다. 첨가하다. 더하다. 보태다.,2,308_2
309,"문제, 사건 등을 잘 처리하여 매듭 지음. ",1,309_1
309,없애다. 제거하다. 소탕하다.,2,309_2
310,가지거나 이루려고 뒤좇아 구함. ,1,310_1
310,구애하다. 사랑을 호소하다. (이성을) 따라다니다.,2,310_2
311,빛이 잘 통하여 속까지 환희 비쳐 보임. ,1,311_1
311,숨기거나 모호한 것이 없어서 일이 어떻게 돌아가는지를 외부의 사람도 쉽게 알 수 있음.,2,311_2
312,"나라. 영토, 국민, 주권을 가진 인간 집단.",1,312_1
313,수량이나 정도의 많음과 적음. ,1,313_1
313,너무 적지도 않고 너무 많지도 않은 중간 정도로. ,2,313_2
313,몇. 얼마. 수량을 묻는 의문사.,3,313_3
314,"옳고 그름, 좋은 점과 나쁜 점을 판단하여 가림. 특히 그르거나 나쁜 점을 부각시켜서 지적함.",1,314_1
315,동물의 몸을 싸고 있는 겉의 조직. 살갗.,1,315_1
316,다른 것들보다 뛰어남.,1,316_1
317,사람이 걸터앉는 데 쓰는 기구. ,1,317_1
317,지위. 자리. 포스트.,2,317_2
318,군사적 목적을 위해 세운 계획. 또는 그 계획을 실행에 옮기는 것. ,1,318_1
318,(시합 등에서) 어떤 목적을 위하여 세운 계획. 또는 그 계획을 실행에 옮기는 것. ,2,318_2
318,전투.,3,318_3
319,"길이, 무게, 수효, 시간 따위의 수량을 수치로 나타낼 때 기초가 되는 일정한 기준. ",1,319_1
319,전체를 구성하는 기초가 되는 하나하나의 것. ,2,319_2
319,"기관, 단체 또는 거기에 소속된 부서. ",3,319_3
319,"학교에서 학습량, 이수한 교과목의 수 등을 세는 기준.",4,319_4
320,사물을 달라고 하거나 행위를 해 달라고 함.,1,320_1
321,"제도, 관습, 조직 등을 새롭게 뜯어고침.",1,321_1
322,고쳐서 더 좋게 만듦.,1,322_1
323,시작해서 얼마 되지 않은 시기.,1,323_1
324,물기. 물체 속에 들어 있는 물 성분. ,1,324_1
324,과대. 과장. 거품.,2,324_2
325,"우주에 존재하는 항성, 행성, 위성, 혜성 등의 물체.",1,325_1
326,남에게 알려지지 않도록 숨기는 것. ,1,326_1
326,아직 밝혀지지 않은 것. ,2,326_2
326,남에게 알려지지 않도록 숨기는 기색이 있음.,3,326_3
327,문이나 경계 등을 열어 자유롭게 드나들게 함. ,1,327_1
327,"금지, 경계하던 것을 풀어 자유롭게 드나들고 교류하게 함. ",2,327_2
327,밖의 것이 들어오는 것을 자유롭게 허용하는 성질이 있음. ,3,327_3
327,(꽃이) 피다.,4,327_4
328,배우고 익힘.,1,328_1
329,마음에 느끼는 것. ,1,329_1
329,애착. 좋아하고 귀중하게 여기는 감정.,2,329_2
330,일의 형편이나 까닭. ,1,330_1
330,사건. 사고. ,2,330_2
330,직무. 업무. 일. ,3,330_3
330,용무. 볼일. ,4,330_4
330,일의 형편이나 까닭을 남에게 말하고 간청함.,5,330_5
331,"어떤 사람이 본래 속해 있던 신분, 지역, 파벌, 학교, 직업 등의 사회적 범주. ",1,331_1
331,~ 출신이다. ~ 신분을 가지다.,2,331_2
332,육체적 노력이나 정신적 노력을 들여 일함. ,1,332_1
332,몸을 움직여 일함.,2,332_2
333,해로운 일이 생길 것 같은 상태.,1,333_1
334,피. 동물의 몸속에서 산소를 운반하는 액체.,1,334_1
335,정해져 있어 쉽게 변하지 않는 성질이나 상태. ,1,335_1
335,어느 정도. ,2,335_2
335,반드시. 꼭. 틀림없이.,3,335_3
336,생물체를 이루는 기본 단위.,1,336_1
337,지켜야 할 원리나 규칙.,1,337_1
338,어떤 행위를 오랫동안 되풀이하는 과정에서 저절로 익혀진 행동 방식. ,1,338_1
338,관습. ,2,338_2
338,익숙해지다. 적응하다.,3,338_3
339,지형을 그림으로 나타낸 것.,1,339_1
340,태어나서 죽을 때까지의 동안.,1,340_1
341,고맙게 여김. 또는 그러한 마음을 드러내어 인사함.,1,341_1
342,어떤 기능이 익숙해지도록 반복하여 연습하거나 시킴.,1,342_1
343,몸의 동작이나 몸을 가누는 모양새. 몸가짐. ,1,343_1
343,마음가짐이나 입장.,2,343_2
344,몸의 움직임.,1,344_1
345,"국민의 재산, 안전을 지키기 위한 행정 기구. 또는 그 구성원.",1,345_1
346,자세히 살핌.,1,346_1
347,돈이나 물품 따위를 거두어들임. 또는 그 돈이나 물품. ,1,347_1
347,수록하다. 수납하다. 포함하다. 받아들이다.,2,347_2
348,"전쟁, 전투, 싸움에서 이기기 위해 사용하는 전체적인 책략. ",1,348_1
348,"정치, 경제 따위의 사회적 활동을 하는 데 필요한 책략.",2,348_2
349,성인 여성.,1,349_1
350,현재 상태대로 잘 보호하고 간수하여 남김.,1,350_1
351,남녀 간에 서로 그리워하는 마음. 또는 그런 일. ,1,351_1
351,사랑하는 마음.,2,351_2
352,일본 사립학교 등에서 학교 명으로 사용하는 학교의 별칭. ,1,352_1
352,단과대학 ,2,352_2
352,정규 학교가 아닌 사립 교육 기관.,3,352_3
353,규칙으로 정함. 또는 그 정하여 놓은 것. ,1,353_1
353,"내용이나 성격, 의미 따위를 밝혀 정함. 또는 그 정하여 놓은 것. ",2,353_2
353,어떤 것이 다른 것의 성질을 결정함.,3,353_3
354,겉으로 드러난 것.,1,354_1
355,겨루어 이김. ,1,355_1
355,열심히 노력하여 어려움을 극복하고 어떤 일을 이룸. ,2,355_2
355,성공.,3,355_3
356,마음의 작용과 의식의 상태.,1,356_1
357,이루어 낸 결실.,1,357_1
358,단체의 대표자를 투표로 뽑음.,1,358_1
359,시설을 갖추어 놓고 가축을 기르는 곳.,1,359_1
360,물체를 이루고 있는 것. ,1,360_1
360,재물. 금전.,2,360_2
361,여럿이 모여 의논함. 또는 그런 모임. ,1,361_1
361,어떤 사항을 여럿이 모여 의견을 교환하여 의논하는 조직.,2,361_2
362,사람이나 집단이 자기 의사에 따르도록 다스림. ,1,362_1
362,"다른 것의 성질, 행동 등에 영향을 미쳐 결정함. ",2,362_2
362,안배. 할당. 배치. 배당.,3,362_3
363,앞을 향하여 나아감. ,1,363_1
363,일 따위를 처리하여 나아감. ,2,363_2
363,시간 경과에 따라 상태가 변화해 가는 것. 특히 질병에 대해 잘 씀.,3,363_3
364,전기를 동력으로 하여 움직이는 차. 주로 궤도를 따라 움직임.,1,364_1
365,분별하고 판단하여 앎. ,1,365_1
365,어떤 사물이 다른 것이 아니라 바로 그것임을 식별함.,2,365_2
366,더 좋은 상태가 됨. ,1,366_1
366,일이 어떤 방향으로 전개됨. ,2,366_2
366,확대하다. 확충하다. 확장하다. 증가하다. 증원하다. 늘리다.,3,366_3
367,어떤 일이 일어나지 않게 막음.,1,367_1
368,어떤 일을 하려는 마음.,1,368_1
369,미래에 끝나거나 사라지거나 변하지 않고 끝없이 이어짐. ,1,369_1
369,언제나. 늘. 항상.,2,369_2
370,어떤 것을 개별성이 있는 작은 것들로 나눈 하나하나. ,1,370_1
370,프로젝트. 사업. 과제.,2,370_2
371,"어떤 사람이나 단체의 주의, 정책, 의견 등에 찬동하고 지원함. ",1,371_1
371,무거운 물건을 받치거나 버티다. ,2,371_2
371,견디다. 지탱하다. 버티다.,3,371_3
372,얻어 자기 것으로 함.,1,372_1
373,"단체, 정부 등에서 어떤 목적을 위하여 취하는 방책.",1,373_1
374,생겨서 어엿한 모습을 갖추게 됨. ,1,374_1
374,"근거, 타당성을 가짐.",2,374_2
375,많은 수량. ,1,375_1
375,도량이 넓다.,2,375_2
376,어떤 것을 이루고 있는 것이 복잡하지 않고 간단하거나 하나뿐임.,1,376_1
377,그렇지 않다고 단정함.,1,377_1
378,"보통, 정상과 다름. ",1,378_1
378,매우.,2,378_2
379,따뜻하거나 차가운 정도. 또는 그것을 나타내는 수치.,1,379_1
380,평균 해수면 따위를 0으로 하여 측정한 대상 물체의 높이. ,1,380_1
380,수준이나 정도 따위가 매우 높거나 뛰어남.,2,380_2
381,시를 전문적으로 짓는 사람.,1,381_1
382,말을 꺼내어 의견을 나타냄. 또는 그 말.,1,382_1
383,빛이나 파동이 물체의 표면에 부딪혀서 방향이 반대로 바뀜. ,1,383_1
383,"생물체가 의지와는 관계없이, 자극에 대하여 일정한 반응을 기계적으로 일으키는 현상.",2,383_2
384,일정한 지역에서 오랜 세월 동안 공동생활을 하면서 언어와 문화상의 공통성에 기초하여 역사적으로 형성된 사회 집단.,1,384_1
385,위험한 고비나 시기. ,1,385_1
385,"잠재적인, 잠복해 있는 위험. 위험 요소. 위험의 조짐.",2,385_2
386,형과 남동생. ,1,386_1
386,같은 부모에게서 태어난 사람들. 형제자매. ,2,386_2
386,친한 관계의 사람을 가리키거나 부르는 말. ,3,386_3
386,기독교 신자들 사이에서 서로 가리키거나 부르는 말. ,4,386_4
386,아우. ,5,386_5
386,남자의 자칭.,6,386_6
387,고장 나거나 허름한 데를 손보아 고침. ,1,387_1
387,전지하다. 가지를 잘라 주다. ,2,387_2
387,혼내 주다. 고초를 겪게 하다.,3,387_3
388,가지고 있음. 또는 그 물건. ,1,388_1
388,모든. 일체의.,2,388_2
389,생물체가 오랜 기간에 걸쳐 서서히 더 복잡하고 다양하게 변화하는 것. ,1,389_1
389,점점 발달하여 감.,2,389_2
390,어떤 일이 어려움 없이 이루어지도록 조건을 마련하여 보증하거나 보호함. ,1,390_1
390,"어떤 것을 보장, 보증하는 것. 보증수표. 버팀목.",2,390_2
391,어떤 사람이나 장소를 찾아가서 만나거나 봄. ,1,391_1
391,둘러보다. 탐방하다. 구경하다.,2,391_2
392,질병이나 재해 따위가 일어나기 전에 미리 대처하여 막는 일.,1,392_1
393,앞으로 올 때.,1,393_1
394,기차가 지나는 선로. ,1,394_1
394,우주 공간에서 천체 등의 물체가 이동할 때 규칙적으로 지나는 길. ,2,394_2
394,일이 발전하는 본격적인 방향과 단계.,3,394_3
395,안 보이던 것이나 없던 것이 나타나서 보임.,1,395_1
396,구체물을 만듦. ,1,396_1
396,예술 작품을 만듦. ,2,396_2
396,규정이나 법식 따위를 생각하여 정함.,3,396_3
397,바뀌어 달라짐. 또는 바꾸어 다르게 함.,1,397_1
398,주권이 국민에게 있음. ,1,398_1
398,민주적. 민주주의의 원칙에 잘 부합됨.,2,398_2
399,여럿이 모여 이룬 모임.,1,399_1
400,글. 글월. ,1,400_1
400,생각이나 감정을 말과 글로 표현할 때 완결된 내용을 나타내는 최소의 단위.sentence. ,2,400_2
400,속뜻. 속셈. 꿍꿍이. 내포된 뜻. ,3,400_3
400,방법. 계책. 생각.,4,400_4
401,일을 치러 갈 방향과 계획.,1,401_1
402,정치나 사무를 행함.,1,402_1
403,많은 사람들에게 널리 퍼지게 함.,1,403_1
404,기준이 되는 때를 포함하여 그보다 뒤. ,1,404_1
404,이제부터 뒤.,2,404_2
405,처리하거나 해결해야 할 문제. ,1,405_1
405,프로젝트. ,2,405_2
405,숙제.,3,405_3
406,자극을 받아 감정이 북받쳐 일어남.,1,406_1
407,"일정한 부호, 표지, 소리, 몸짓 따위로 특정한 내용 또는 정보를 전달하거나 지시를 함. 또는 그렇게 하는 데 쓰는 부호. ",1,407_1
407,"도로에서 사람, 차에게 통행에 관한 정보를 전달하는 장치. 또는 그런 장치가 설치되어 있는 장소. ",2,407_2
407,일이나 사건 따위의 출발점.,3,407_3
408,수량이 늚.,1,408_1
409,대중 전달 매체를 통하여 일반 사람들에게 새로운 소식을 알림. 또는 그 소식.,1,409_1
410,"물질의 성질, 구조, 변화 등을 연구하는 자연과학의 한 분야.",1,410_1
411,외국과의 교제나 교섭. ,1,411_1
411,"회사에서, 외부에 나가서 영업 교섭이나 판매를 함. 외근.",2,411_2
412,엄청나게 큼.,1,412_1
413,사정이 몹시 딱하고 어려움. 또는 그런 일. ,1,413_1
413,궁핍하다. 곤궁하다.,2,413_2
414,섭취한 음식물을 분해하여 영양분을 흡수하기 쉬운 형태로 변화시키는 일. 또는 그런 작용. ,1,414_1
414,배운 지식이나 기술 따위를 충분히 익혀 자기 것으로 만듦을 비유적으로 이르는 말. ,2,414_2
414,주어진 일을 해결하거나 처리함을 비유적으로 이르는 말.,3,414_3
415,더 좋은 방향으로 변화하여 나아감. ,1,415_1
415,"사회의 현상유지보다는 변화, 발전을 선호하는 것.",2,415_2
416,흐트러지거나 혼란스러운 상태에 있는 것을 한데 모으거나 치워서 질서 있는 상태가 되게 함. ,1,416_1
416,문제가 되거나 불필요한 것을 줄이거나 없애서 말끔하게 바로잡음.,2,416_2
417,새로운 것을 만듦.,1,417_1
418,육체적 활동을 할 수 있는 몸의 힘.,1,418_1
419,개인의 사회적 신분에 따르는 위치나 자리.,1,419_1
420,균형이 맞게 바로잡음. 또는 적당하게 맞추어 나감.,1,420_1
421,나누어진 것들을 합쳐서 하나가 되게 함. ,1,421_1
421,서로 다르던 것들을 같게 함. ,2,421_2
421,마음을 한 곳으로 모음. 집중.,3,421_3
422,언어로 서술하거나 그림을 그려서 표현함.,1,422_1
423,"이론, 지식, 기술 등을 구체적 사례나 다른 분야에 적용함.",1,423_1
424,사회 체제를 근본적으로 바꿈. ,1,424_1
424,"이전의 관습, 제도 등이 근본적으로 크게 바뀜.",2,424_2
425,같은 목적에 대하여 이기거나 앞서려고 서로 겨룸.,1,425_1
426,어떤 부분을 특별히 강하게 주장하거나 두드러지게 함.,1,426_1
427,두 집단 사이에 사람이 왕래하면서 사귀고 상대방의 생각과 문화 등을 접함. ,1,427_1
427,시간에 따라 크기와 방향이 주기적으로 바뀌어 흐르는 전기의 흐름. ,2,427_2
427,섞여 흐르다.,3,427_3
428,뒤섞어서 한데 합함.,1,428_1
429,생각한 바나 말한 바를 실제로 행함.,1,429_1
430,사람들을 한곳으로 모으거나 모임. ,1,430_1
430,특정 조건에 맞는 원소들의 모임. ,2,430_2
430,모으다. 수집하다.,3,430_3
431,책(冊).,1,431_1
432,나쁜 점을 보완하여 더 좋게 고침.,1,432_1
433,요구나 필요에 따라 물품 따위를 제공함.,1,433_1
434,수량이 줆.,1,434_1
435,지지하여 도움.,1,435_1
436,가리켜 보임. ,1,436_1
436,일러서 시킴. 또는 그 내용.,2,436_2
437,어떤 목적을 이루기 위한 방법. 또는 그 도구. ,1,437_1
437,"일을 처리하는 수완, 솜씨. ",2,437_2
437,술수. 수작. 잔꾀. 잔재주.,3,437_3
438,어떤 일이 더 빨리 진행되도록 함.,1,438_1
439,지구의 표면을 둘러싸고 있는 공기. ,1,439_1
439,도량이 크다. 대범하다. 손이 크다. ,2,439_2
439,큰 숨. 거칠게 내쉬는 숨.,3,439_3
440,수량이나 정도가 알맞음. ,1,440_1
440,대충 엇비슷하게 요령이 있음.,2,440_2
441,몸이나 정신이 지쳐서 힘듦. ,1,441_1
441,"어떤 물체가 오랫동안 사용되어서, 또는 외부의 작용에 의해 내구성이 떨어지거나 정상적인 반응을 보이지 않게 됨.",2,441_2
442,법(法).,1,442_1
443,"구속이나 억압, 부담 따위에서 벗어남.",1,443_1
444,강하고 세참.,1,444_1
445,현실적인 기초나 가능성이 없는 헛된 생각이나 공상. ,1,445_1
445,공상하다. 환상에 빠지다.,2,445_2
446,숨을 쉼. 또는 그 숨. ,1,446_1
446,함께 일을 하는 사람들 과의 조화. ,2,446_2
446,한 번 호흡할 동안만큼 매우 짧은 시간.,3,446_3
447,시간의 어느 한 시점. ,1,447_1
447,어떤 일을 하기에 딱 좋은 때. ,2,447_2
447,짧은 시간. ,3,447_3
447,늘. 항상. 시시각각으로.,4,447_4
448,부드럽고 연함. ,1,448_1
448,사고방식이나 행동 방식이 경직되어 있지 않고 상황에 맞게 잘 변함.,2,448_2
449,어떤 사실을 증명할 수 있는 근거.,1,449_1
450,"땅을 이용하여 인간 생활에 필요한 식물을 가꾸거나, 유용한 동물을 기르거나 하는 산업. 또는 그런 직업.",1,450_1
451,"학문, 기술, 문명, 사회 따위의 현상이 보다 높은 수준에 이름. ",1,451_1
451,"신체, 정서, 지능 따위가 성장하거나 성숙함. ",2,451_2
451,출세하다. 입신하다. 현달하다. 부귀하게 되다.,3,451_3
452,삼면이 바다로 둘러싸이고 한 면은 육지에 이어진 땅.,1,452_1
453,나이가 들어 늙은 사람. ,1,453_1
453,늙은 부모. 노친. ,2,453_2
453,고참. 원로. 직장에서 오래 근무한 사람.,3,453_3
454,문서 따위에 기록하여 올림. 또는 그 내용.,1,454_1
455,법이나 규칙이나 명령 따위로 어떤 행위를 하지 못하도록 함. ,1,455_1
455,제지하다. 말리다.,2,455_2
456,생기거나 커져서 두드러진 모양새를 갖추게 됨.,1,456_1
457,일정한 지역에 사는 사람의 수. ,1,457_1
457,세상 사람들의 입. ,2,457_2
457,식구. ,3,457_3
457,인신.,4,457_4
458,사람의 힘으로 자연에 대하여 가공하거나 작용을 하는 일. ,1,458_1
458,인력. 사람의 힘. 수작업. ,2,458_2
458,작업량을 세는 단위. 한 사람이 하루에 할 수 있는 일의 분량.,3,458_3
459,생명을 가지고 스스로 생활 현상을 유지하여 나가는 물체. ,1,459_1
459,생물학.,2,459_2
460,땅 위의 일정한 위치.,1,460_1
461,두 사물의 사이. ,1,461_1
461,"등급, 크기, 차례 따위의 가운데. ",2,461_2
461,어떤 일이 진행되고 있는 사이. ,3,461_3
461,속. 내부.,4,461_4
462,때려 부수거나 깨뜨려 헐어 버림. ,1,462_1
462,위반하다. ,2,462_2
462,훼손하다. 손상하다. 손해를 입히다.,3,462_3
463,학위 중 가장 높은 것. 대학원 박사과정을 수료하고 학위논문을 작성하여 심사를 통과한 사람. ,1,463_1
463,어떤 일에 정통하거나 숙달된 사람을 비유적으로 이르는 말.,2,463_2
464,마음에 깊이 느끼어 크게 감동함. 또는 그 감동. ,1,464_1
464,고마움을 깊이 느낌.,2,464_2
465,생각하고 헤아려 봄.,1,465_1
466,뒤죽박죽이 되어 어지럽고 질서가 없음.,1,466_1
467,기울지 않고 평평한 상태. ,1,467_1
467,지구 중력의 방향과 직각을 이루는 방향. ,2,467_2
467,수준.,3,467_3
468,기관이나 단체 따위를 새로 만들어 세움.,1,468_1
469,황제가 다스리는 나라.,1,469_1
470,던져 넣음. ,1,470_1
470,"사람이나 물자, 자본 따위를 필요한 곳에 넣음. ",2,470_2
470,몰입하다. 몰두하다. 전념하다. ,3,470_3
470,돌입하다. 개시하다. ,4,470_4
470,참가하다. ,5,470_5
470,뛰어들다.,6,470_6
471,"날마다 그날그날 겪은 일이나 생각, 느낌 따위를 적는 개인의 기록.",1,471_1
472,이익이 있음. 어떤 일을 하기에 좋음. 유익함. ,1,472_1
472,경쟁에서 형세가 좋음. 이길 것 같은 형세임.,2,472_2
473,만일. 만약. ~하고 난 뒤에는. ,1,473_1
473,우선 먼저. 우선 일시적으로. ,2,473_2
473,하루아침에. 갑자기. ,3,473_3
473,하루아침.,4,473_4
474,서로 어긋나지 않고 들어맞음.,1,474_1
475,학문 연구를 전문적으로 하는 사람.,1,475_1
476,"(주로 초, 중, 고등학교에서) 일정한 자격을 가지고 학생을 가르치는 사람.",1,476_1
477,일이 되어 가는 과정. ,1,477_1
477,시간이 지나감. ,2,477_2
477,어떤 장소를 지나가다. ,3,477_3
477,거치다. 겪다.,4,477_4
478,"사물, 현상, 일 등의 근본이 되는 이치.",1,478_1
479,국가나 사회의 구성원에게 두루 관계되는 것.,1,479_1
480,생활에서 충분한 만족과 기쁨을 느끼어 흐뭇함.,1,480_1
481,생각하고 궁리함.,1,481_1
