word,meaning,order,numbering
318,（在比赛等活动中）为达到某种目标而制定的计划，或将此计划付诸行动。 ,2,318_2
318,军队之间的敌对行动。通常指打仗。,3,318_3
319,计算长度、重量、数量、时间等数量时的标准。 ,1,319_1
319,构成整体的各基层。 ,2,319_2
319,机关、团体或其所属的某一部门。 ,3,319_3
319,计算学校的课业量，学习科目的数量的单位。,4,319_4
320,指出具体事项或愿望，希望做到或实现。,1,320_1
321,变更，革新。现常指改变旧制度、旧事物。,1,321_1
322,改变原有情况使变好一些。,1,322_1
323,早期；开始时期。,1,323_1
324,物体所含的水。 ,1,324_1
324,事物的多余或不实在的部分。,2,324_2
325,太阳、地球、月亮和其他恒星、行星、卫星以及彗星、流星等宇宙间所有星辰的统称。,1,325_1
326,隐蔽不为人知的事情或事物。 ,1,326_1
326,尚未被发现的。 ,2,326_2
326,不为人所知的。,3,326_3
327,敞开；允许入内。今多指公园、展览会、图书馆等公共场所接待游人、参观者、读者等。 ,1,327_1
327,解除封锁、禁令、限制等。 ,2,327_2
327,思想开通、解放；性格开朗。 ,3,327_3
327,张开；舒展。,4,327_4
328,从阅读、听讲、研究、实践中获得知识或技能。,1,328_1
329,对外界刺激的较强烈的心理反应。 ,1,329_1
329,对人或事物关切、喜爱的心情。,2,329_2
330,事物的样子或原因。 ,1,330_1
330,人类生活中的一切活动和所遇到的一切社会现象。 ,2,330_2
330,工作；职业。 ,3,330_3
330,工作，要做的事。 ,4,330_4
330,恳切地向别人说明事情的情况或原因。,5,330_5
331,一个人所属地区、学校、职业等。 ,1,331_1
331,出身于，具有……的身份。,2,331_2
332,人类创造物质或精神财富的活动。 ,1,332_1
332,体力劳动。,2,332_2
333,艰危险恶，不安全。意为有可能导致灾难或失败。,1,333_1
334,称血。人或高等动物体内循环系统中的液体组织，暗赤或鲜红色，有腥气，由血浆、血球和血小板构成，对维持生命起重要作用。,1,334_1
335,规定的，确定的。 ,1,335_1
335,某种程度的；适当的。 ,2,335_2
335,必然；确实无疑。坚决。(多用于第一人称),3,335_3
336,生物体的基本结构和功能单位。,1,336_1
337,说话或行事所依据的准则。,1,337_1
338,由于长期反复的练习而形成的行为。其方式与动作顺序已相当稳固而变得较难改变。 ,1,338_1
338,习俗，风尚。 ,2,338_2
338,对新的情况逐渐适应。,3,338_3
339,说明地球表面的事物和现象分布情况的图，上面标着符号和文字，一般都着上颜色。,1,339_1
340,从出生到死亡，一辈子。,1,340_1
341,因对方的好意或帮助而表示谢意。,1,341_1
342,教授并使练习某种技能，掌握某种本领或知识。,1,342_1
343,气势；姿态。 ,1,343_1
343,对人或事的看法在其言行中的表现。,2,343_2
344,身体的行动。,1,344_1
345,国家为维持社会秩序而设置的武装性质的治安力量。也指构成这种力量的人员。,1,345_1
346,仔细查看；审视。,1,346_1
347,收钱物或指收进来的钱物。 ,1,347_1
347,编排进入（文集）。,2,347_2
348,导战争全局的计划和策略。对战术而言。 ,1,348_1
348,政治、经济等社会活动所需的方略。,2,348_2
349,成年女子的通称，多指已婚者。,1,349_1
350,使事物等继续存在，不受损失或不发生变化。,1,350_1
351,男女相恋的感情。 ,1,351_1
351,人与人之间的感情。,2,351_2
352,高等学校的一种，以某一专业教育为主。 ,1,352_1
352,独立的教学行政单位，一般按专业分类。 ,2,352_2
352,非正规学校，而是私立教育机构。,3,352_3
353,所规定的内容。 ,1,353_1
353,对内容、性质、意义等作决定。 ,2,353_2
353,一个事物决定另一事物的性质。,3,353_3
354,事物在发展、变化中所表现的外部的形态。与“本质”相对。,1,354_1
355,在斗争或竞赛中打败对方。 ,1,355_1
355,努力克服困难，从而实现某个目标。 ,2,355_2
355,成功。,3,355_3
356,思想感情。,1,356_1
357,收获到的果实。常用于指工作或事业方面的成就。,1,357_1
358,用投票或举手等表决方式等表决方式选出代表或负责人。,1,358_1
359,牧放牲畜的地方。,1,359_1
360,构成物体的实物和场。 ,1,360_1
360,具体的某件实物。特指金钱、生活资料等。,2,360_2
361,有组织有领导地商议事情的集会。 ,1,361_1
361,一种经常商讨并处理重要事务的常设机构或组织。,2,361_2
362,控制；引导。 ,1,362_1
362,影响并控制其他人或事物的性质、行动等。 ,2,362_2
362,安排、分配、配置。,3,362_3
363,向前行走。 ,1,363_1
363,从事（某种活动）；实行。 ,2,363_2
363,随时间的推移，状态所发生的变化，常用于表示疾病的状态变化。,3,363_3
364,由直流架空触线供电，用牵引电动机驱动的城市公共交通客运车辆。,1,364_1
365,人头脑对客观世界的反应。包括通过感觉器官得到的感性认识和经过分析、判断而形成的理性认识。 ,1,365_1
365,能够确定某一人或事物是这个人或事物而不是别的。,2,365_2
366,成为更好的状态。 ,1,366_1
366,事情向某个方向展开。 ,2,366_2
366,扩大、扩充、扩张、增加等。,3,366_3
367,防备并制止。,1,367_1
368,决定达到某种目的而产生的心理状态，常以语言或行动表现出来。,1,368_1
369,时间长久，没有终止。 ,1,369_1
369,一向，从来。,2,369_2
370,事物分成的门类。 ,1,370_1
370,事业、课题。,2,370_2
371,支援；赞同鼓励。 ,1,371_1
371,支撑重的东西。 ,2,371_2
371,维持，撑住。,3,371_3
372,得到。,1,372_1
373,国家或政党为实现一定历史时期的路线和任务而制定的行动根据和准则。,1,373_1
374,创办；建立。 ,1,374_1
374,理论、意见等有根据，站得住脚。,2,374_2
375,数量多。 ,1,375_1
375,宽宏的度量。,2,375_2
376,简单，不复杂。,1,376_1
377,不承认事物的存在或事物的真实性。,1,377_1
378,不同于寻常。 ,1,378_1
378,非常；十分。,2,378_2
379,冷热的程度。表示物体冷热程度的物理量。,1,379_1
380,从地面或基准面向上到某处的距离；从物体的底部到顶端的距离。 ,1,380_1
380,程度很高的。,2,380_2
381,写诗的作家。,1,381_1
382,发表意见；或发表的意见。,1,382_1
383,声波、光波或其他电磁波遇到障碍物或与原来不同的媒质面而折回。 ,1,383_1
383,有机体通过神经系统，对于刺激所发生的反应。,2,383_2
384,具有共同语言、共同地域、共同经济生活以及表现于共同文化上的共同心理素质的人的共同体。,1,384_1
385,严重困难的关头。 ,1,385_1
385,潜伏的祸害或危险。,2,385_2
386,哥哥和弟弟。 ,1,386_1
386,生于同一父母的兄弟姐妹。 ,2,386_2
386,泛称意气相投或志同道合的人，友情深笃的人。 ,3,386_3
386,基督教信徒之间互称的称呼。 ,4,386_4
386,对弟弟的称呼。 ,5,386_5
386,男子自称。,6,386_6
387,整治，使坏的东西恢复原来的形状、结构或功能等。 ,1,387_1
387,修枝，剪去多余的树枝。 ,2,387_2
387,使吃苦头。,3,387_3
388,领有，占有。 ,1,388_1
388,整个；全部。,2,388_2
389,生命体经历很长的时间，慢慢从简单到复杂的发展变化。 ,1,389_1
389,事物由简单到复杂，由低级到高级逐渐发展变化。,2,389_2
390,保证。保护、防卫，使之不受侵犯或破坏。 ,1,390_1
390,起保护防卫作用的事物。,2,390_2
391,寻访；打听。 ,1,391_1
391,拜访；看望。,2,391_2
392,事先防备。,1,392_1
393,将来。,1,393_1
394,车路。用条形的钢材铺成的供火车、有轨电车等行驶的路线。 ,1,394_1
394,物体在宇宙间运行的路线。 ,2,394_2
394,各方面应遵循的规则、程序或范围。,3,394_3
395,显露出来；呈现；产生出来。,1,395_1
396,制造。 ,1,396_1
396,文艺作品的创作。 ,2,396_2
396,制定规定或准则。,3,396_3
397,变化；改变。,1,397_1
398,公民所享有的参与国事或对国事自由发表意见的权利。 ,1,398_1
398,合于民主集中原则，不主观独断。,2,398_2
399,为了一定的目的组织起来共同行动的团体。,1,399_1
400,文辞或独立成篇的文字。 ,1,400_1
400,句子。 ,2,400_2
400,曲折隐晦的含义或情节。 ,3,400_3
400,方法，策略，想法。,4,400_4
401,指导工作或事业前进的纲领。,1,401_1
402,执掌国家政权，管理国家事务。,1,402_1
403,普遍传播，普遍推广。,1,403_1
404,比某一时间晚的时期。 ,1,404_1
404,比现在晚的时期。,2,404_2
405,研究或讨论的主要问题或急待解决的重大事项。 ,1,405_1
405,项目。 ,2,405_2
405,作业。,3,405_3
406,振奋；激动。,1,406_1
407,用来传递消息或命令的光、电波、声音、动作等的统称。 ,1,407_1
407,道路上向人或车传达通行信息的装置，或设置此装置的场所。 ,2,407_2
407,喻指某种现象行将出现的预兆。,3,407_3
408,增添，在原有的基础上加多。,1,408_1
409,通过报纸、杂志、广播或其他形式把新闻告诉群众。,1,409_1
410,研究物质的组成、结构、性质和变化规律的学科，是自然科学中的基础学科。,1,410_1
411,与别的国家所进行的交往和交涉活动。 ,1,411_1
411,到外面进行销售活动，出外勤。,2,411_2
412,很大。常以形容体积、数量、规模、程度等。,1,412_1
413,处境艰难。也指事情复杂、阻碍多。 ,1,413_1
413,生活穷困。,2,413_2
414,动物或人的消化器官把食物变成可以被机体吸收的养料的过程。 ,1,414_1
414,比喻对知识、事物等的理解吸收。 ,2,414_2
414,比喻解决或处理所负责的事情。,3,414_3
415,人或事物向前发展，比原来好。 ,1,415_1
415,适合时代要求，对社会发展起促进作用。,2,415_2
416,使有条理。 ,1,416_1
416,精简有问题或不需要的。,2,416_2
417,制造前所未有的事物。,1,417_1
418,人体活动时所能付出的力量。,1,418_1
419,个人或团体在社会关系中所处的位置。,1,419_1
420,从数量上或程度上调整，使适合要求。,1,420_1
421,合为整体。与“分裂”相对。 ,1,421_1
421,归于一致。与“分歧”相对。 ,2,421_2
421,心向一处。,3,421_3
422,用语言文字把人或事物的形象表现出来。,1,422_1
423,适应需要，以供使用。直接用于生活或生产。,1,423_1
424,摧毁旧的社会体制，建立全新的社会体制。 ,1,424_1
424,从根本改变老规矩、旧制度等。,2,424_2
425,互相争胜。,1,425_1
426,特别着重或着重提出。,1,426_1
427,相互传播；交换。 ,1,427_1
427,电流方向随时间周期性地发生变化。 ,2,427_2
427,交错地流淌。,3,427_3
428,掺杂；合并。,1,428_1
429,实行；履行。,1,429_1
430,分散的人或物聚集在一起；使聚集。 ,1,430_1
430,若干具有共同属性的事物的总体。 ,2,430_2
430,聚集、收集。,3,430_3
431,书籍。,1,431_1
432,去掉缺点，使更适合要求。,1,432_1
433,以物资、钱财等给人而满足其所需。,1,433_1
434,去掉一部分。,1,434_1
435,支持，援助。,1,435_1
436,以手指点表示，指给人看。 ,1,436_1
436,指点，指引。,2,436_2
437,为达到某种目的而采取的方法和措施。 ,1,437_1
437,本领；技巧。 ,2,437_2
437,待人处世所用的不正当的方法。,3,437_3
438,推进；加快。,1,438_1
439,包围地球的一层气体，是空气、水汽和微尘的混合物。 ,1,439_1
439,有气派；度量大。 ,2,439_2
439,粗重的气息。,3,439_3
440,合适；妥当。 ,1,440_1
440,大概地。,2,440_2
441,劳苦困乏。 ,1,441_1
441,因外力过强或作用时间过久而不能继续起正常的反应。,2,441_2
442,有立法权的国家机关依法制定和颁布的规范性的文件。,1,442_1
443,解除束缚，得到自由或发展。特指推翻反动统治。,1,443_1
444,极强的；力量很大的；程度很高的。,1,444_1
445,不切实际的、不能实现的一种想象。也泛指想象。 ,1,445_1
445,空想，想象。,2,445_2
446,吸气和呼气，是生物机体和外界进行气体交换的活动。 ,1,446_1
446,和共事的人之间的配合。 ,2,446_2
446,极短的时间。,3,446_3
447,某一瞬间所处的时间。没有延续性。也泛指时辰；时候。 ,1,447_1
447,做事最好的时机。 ,2,447_2
447,短暂的时间。 ,3,447_3
447,总是，经常，每时每刻。,4,447_4
448,柔和。 ,1,448_1
448,思维方式或做事方式等不死板，可随情况的改变而改变。,2,448_2
449,证明事实的凭据。,1,449_1
450,栽培农作物、饲养牲畜，为社会提供粮食、农副产品和一部分工业原料的生产部门。一般包括种植业和畜牧业。,1,450_1
451,充分发展。 ,1,451_1
451,身体、精神等成长、成熟。 ,2,451_2
451,迹。指穷人变得有钱有势。,3,451_3
452,三面临水、一面连接大陆的陆地。,1,452_1
453,老年人。 ,1,453_1
453,上了年纪的父母。 ,2,453_2
453,尊长。,3,453_3
454,把事情写在书册上；记事的文章。,1,454_1
455,以禁令制止，不许可。 ,1,455_1
455,制止；阻止。,2,455_2
456,通过发展变化而成为某种事物或出现某种情况。,1,456_1
457,居住在一定地域内或一个集体内的人的总数。 ,1,457_1
457,世上人的嘴。 ,2,457_2
457,家人。 ,3,457_3
457,人身。,4,457_4
458,人力所为的。与“天然”相对。 ,1,458_1
458,人力，人力做的工。与“机械力”相对。 ,2,458_2
458,工作量的计算单位。指一个人做工一天。,3,458_3
459,自然界中有生命的物体，包括植物、动物和微生物三大类。 ,1,459_1
459,生物学。,2,459_2
460,所在的地方。,1,460_1
461,两者（人或地、物）之间。 ,1,461_1
461,等级、大小、顺序等的中央。 ,2,461_2
461,“在…过程中”。表时态。 ,3,461_3
461,里面。,4,461_4
462,毁坏；损坏。 ,1,462_1
462,违反。指规章条约等。 ,2,462_2
462,害；使受损害。,3,462_3
463,学位名。学位的最高一级。 ,1,463_1
463,比喻精通某事的人。,2,463_2
464,发自心底的感动。 ,1,464_1
464,衷心感谢。,2,464_2
465,思索问题，以便做出决定。,1,465_1
466,无条理，无秩序。,1,466_1
467,不倾斜，与水平面平行。 ,1,467_1
467,与地球重力的方向形成直角的方向。 ,2,467_2
467,在某一方面所达到的高度。,3,467_3
468,建立新的机构或团体等。,1,468_1
469,由帝王控制，实行君主制的国家。特指实行君主制而拥有殖民地或无君主而恣意向外扩张的国家。,1,469_1
470,扔进。 ,1,470_1
470,投放资金。 ,2,470_2
470,身心投入，倾注感情、精力等。 ,3,470_3
470,进入某种阶段或状态。 ,4,470_4
470,参加。 ,5,470_5
470,进、闯进。,6,470_6
471,每天记事的本子或每天所遇到的和所做的事情的记录。,1,471_1
472,有利益，有好处。 ,1,472_1
472,在竞争中占据优势。,2,472_2
473,万一，如果。 ,1,473_1
473,首先，最先。 ,2,473_2
473,有朝一日。 ,3,473_3
473,忽然有一天。,4,473_4
474,没有分歧。,1,474_1
475,做学问的人。,1,475_1
476,向学生传授知识、执行教学任务的人。,1,476_1
477,经历；过程。 ,1,477_1
477,时间过去。 ,2,477_2
477,行程所过，通过（场所）。 ,3,477_3
477,通过（动作）。,4,477_4
478,具有普遍意义的最基本的规律。科学的原理，由实践确定其正确性，可作为其他规律的基础。也指具有普遍意义的道理。,1,478_1
479,公有的；公用的。,1,479_1
480,生活、境遇等称心如意。,1,480_1
481,进行分析、综合、推理、判断等思维活动。,1,481_1
482,高级将领，或对军官之尊称。,1,482_1
483,向人讲解说明，使人相信并跟着行动。,1,483_1
484,喜爱，喜好。,1,484_1
485,角的大小的量。通常用度或弧度来表示。 ,1,485_1
485,比喻看事情的出发点。,2,485_2
486,从前提推论出来的判断，是三段论法结构中的最后一部分。也叫断案。一般指对人或事物所下的最后论断。,1,486_1
487,贩卖货物的人。,1,487_1
488,在室内出售商品的场所。,1,488_1
489,消散损耗。多指因使用或受损失而逐渐减少。使消耗。,1,489_1
490,邀请某人参加聚会、典礼等。 ,1,490_1
490,宾客或主顾表示欢迎并给以应有的待遇。 ,2,490_2
490,招待员，担任招待工作的人。,3,490_3
491,状态或程度深。 ,1,491_1
491,印象、感觉、伤口等程度很深。 ,2,491_2
491,深切透彻。,3,491_3
492,震动；振荡。 ,1,492_1
492,气味等很难闻。,2,492_2
493,用来作功的电能。常指做动力用的电，也用来表示电量。,1,493_1
494,热情；有兴趣，肯尽力。,1,494_1
495,时代。 ,1,495_1
495,时间上按一定单位划分的时期。 ,2,495_2
495,年龄层、代、辈。,3,495_3
496,官员；官吏。 ,1,496_1
496,官僚作风，官僚主义。,2,496_2
497,情况；景况。 ,1,497_1
497,风光；景象。 ,2,497_2
497,表示大约的时间或数量。,3,497_3
498,由几个部分合并成一个整体。,1,498_1
499,物体表面所呈现的颜色。 ,1,499_1
499,比喻人的某种思想倾向或事物的某种情调。,2,499_2
500,丧失生命。,1,500_1
501,多少。用于指不定量。,1,501_1
502,亲近；亲密。 ,1,502_1
502,亲密、亲近的感觉、亲密的感觉。,2,502_2
503,人的总称，指人的全体。,1,503_1
504,一种液体矿物。是不同的碳氢化合物的混合物，可以燃烧，一般呈褐色、暗绿色或黑色，渗透在岩石的空隙中。,1,504_1
505,色彩耀眼。 ,1,505_1
505,分明而确定。,2,505_2
506,若干有关事物或思想意识互相联系而构成的一个整体。,1,506_1
507,由动变为静。 ,1,507_1
507,不再进行；不再实行。,2,507_2
508,两个平面或一个平面内的两条直线或一条直线与一个平面任意延长始终不能相交，叫做平行。 ,1,508_1
508,同时进行的。 ,2,508_2
508,等级相当，不相隶属。,3,508_3
509,交易，买卖。,1,509_1
510,清晰明白、确定不移。 ,1,510_1
510,使清晰明白而确定不移。,2,510_2
511,不符合、不遵从法律、命令、约定等。,1,511_1
512,差别，不同。 ,1,512_1
512,区分；辨别。,2,512_2
513,连续。,1,513_1
514,没有经过加工制造的材料。也指未经加工整理的素材。,1,514_1
515,距离现在时代较远的过去的时代。,1,515_1
516,商店称购买货物的人，或服务行业称服务的对象。 ,1,516_1
516,老顾客、回头客。,2,516_2
517,事物的根源、基础，最主要的部分。 ,1,517_1
517,成长的环境、血统、品质。 ,2,517_2
517,主要的；重要的。 ,3,517_3
517,彻底。 ,4,517_4
517,从来；本来。 ,5,517_5
517,全然。,6,517_6
518,民族、团体、地区等除了受所隶属的国家、政府或上级单位领导外，对自己的内部事务行使一定的自决权。,1,518_1
519,国家最高政权机关所在地。是国家的政治中心。,1,519_1
520,推动物体，使其前进。 ,1,520_1
520,推动事业、工作，使之前进。 ,2,520_2
520,向前进。 ,3,520_3
520,推入。,4,520_4
521,权力，处于高位而产生的威力。 ,1,521_1
521,具有某种特性或力量的集团。,2,521_2
522,塑造艺术形象; 文学艺术作品。 ,1,522_1
522,作假。,2,522_2
523,适合（客观环境或需要等）。,1,523_1
524,没有差异、一样。 ,1,524_1
524,共同的一个。,2,524_2
525,火山内部的岩浆突然冲破地壳，向四外迸出。 ,1,525_1
525,发生剧烈冲突而引起重大变化。 ,2,525_2
525,忽然发作；突然发生。,3,525_3
526,一个整体分成各个组成部分。 ,1,526_1
526,一种化合物由于化学反应而分成两种或多种较简单的化合物或单质。 ,2,526_2
526,瓦解；分化。 ,3,526_3
526,说明，交代。,4,526_4
527,改正，修改使正确。,1,527_1
528,碰上；挨上；牵涉。 ,1,528_1
528,人们间的接近交往。,2,528_2
529,宣告；宣布。,1,529_1
530,大规模的战争。也比喻激烈的竞争。,1,530_1
531,具有势力、财产、权威、影响力等。 ,1,531_1
531,可能性大。 ,2,531_2
531,有力气；有力量。,3,531_3
532,（戏剧、歌舞等）演出开始时拉开舞台前的幕。引申指企业开张，会议开始等。 ,1,532_1
532,泛指一件事、一种情况的开始。,2,532_2
533,从迷惑中醒悟过来，明白某种道理。引申为觉察。 ,1,533_1
533,对未来将要发生的事情所做出的心理准备。,2,533_2
534,事情进行或事物发展所经过的程序。,1,534_1
535,较长期地住在一地。,1,535_1
536,事理上不一定要发生而发生的。与“必然”相对。 ,1,536_1
536,间或；有时候。,2,536_2
537,由地球内部的变动引起的地壳的急剧变化和地面的震动。,1,537_1
538,经营工商业的本钱。 ,1,538_1
538,比喻做某件事的基础。,2,538_2
539,代表某一阶级、阶层或集团并为维护其利益而斗争的政治组织。,1,539_1
540,互相抵触。,1,540_1
541,民众，群众。,1,541_1
542,广大地面，普天之下。指有关地球的。,1,542_1
543,穿过；通行。 ,1,543_1
543,议案等经过决定人数的同意而成立。,2,543_2
544,使机械作功的各种作用力，如水力、风力、电力、热力以及原子能等。 ,1,544_1
544,事物运动和发展的推动力量。,2,544_2
545,消除植物的病虫害，保护植物正常发育的药剂。,1,545_1
546,触犯法律而构成罪行。,1,546_1
547,在战争中用于杀伤敌人的器械、装置。 ,1,547_1
547,进行非武装斗争的工具和手段。,2,547_2
548,国家所属各部以及各级党政部门等主持该部工作的负责人。,1,548_1
549,物体所承受的与表面垂直的作用力。 ,1,549_1
549,威逼或者制伏人的力量。,2,549_2
550,物体所受空气的压力。,1,550_1
551,凝结在一起。泛指人或事物之间发生密切联系。 ,1,551_1
551,结为夫妻。,2,551_2
552,国家或社会所认定的方式。 ,1,552_1
552,在自然科学中，指用数学符号表示各个量之间的一定关系（如定律或定理）的式子。 ,2,552_2
552,能普遍应用于同类事物的方式方法。,3,552_3
553,属于公有或私有的物质财富。 ,1,553_1
553,比喻重要、宝贵的东西。,2,553_2
554,大而重要。有时也指大而严重。,1,554_1
555,靠近。 ,1,555_1
555,相似、类似、大同小异。,2,555_2
556,广大的陆地。与海洋、岛屿相对。,1,556_1
557,适宜。 ,1,557_1
557,符合。,2,557_2
558,比喻把客观事物的实质表现或显示出来。 ,1,558_1
558,反照；反射。 ,2,558_2
558,把情况或意见等向上级转达、报告。 ,3,558_3
558,提出意见，表示不满，批评，忠告。,4,558_4
559,散布。,1,559_1
560,围绕行星运行的天体，本身不能发光。 ,1,560_1
560,人造卫星。 ,2,560_2
560,比喻像卫星那样环绕某个中心的。也比喻像卫星那样环绕某个中心的人或事物。,3,560_3
561,明确定下。 ,1,561_1
561,明确肯定。,2,561_2
562,值得怜悯。也指怜悯。 ,1,562_1
562,极言数量少或质量坏得不值一提。 ,2,562_2
562,同情。 ,3,562_3
562,令人怜爱、可爱。,4,562_4
563,大气中各种物理现象和物理状态的统称。包括风、云、雨、雪、霜、冷、热、干、湿、雷、电、光象等。 ,1,563_1
563,气概，气派。 ,2,563_2
563,景色，景象。 ,3,563_3
563,迹象。,4,563_4
564,政治上、法律上、道义上应尽的责任。 ,1,564_1
564,不要报酬的。,2,564_2
565,形状神态；形状姿态。 ,1,565_1
565,事物在一定条件下的表现形式。,2,565_2
566,根据某种标准进行划分。 ,1,566_1
566,差异；不同。,2,566_2
567,事物的特性，本质。 ,1,567_1
567,人内心的本质。 ,2,567_2
567,气愤、愤怒。,3,567_3
568,地球表面起伏的形状。,1,568_1
569,推动人从事某种事情的念头或愿望。,1,569_1
570,介于东与南之间的方位或方向。,1,570_1
571,人们在社会、政治、经济、法律等方面享有相等待遇。也泛指地位相等。,1,571_1
572,敢作敢为、毫不畏惧的气概。,1,572_1
573,才能勇武过人的人。 ,1,573_1
573,具有英雄品质的。,2,573_2
574,把错误的改为正确的。,1,574_1
575,为追求真理，利用理论进行系统研究的活动。 ,1,575_1
575,知识，学识。也指正确反映客观事物的系统知识。,2,575_2
576,作为某种事业基础的地区。,1,576_1
577,有关军旅或战争的事情。,1,577_1
578,公民依法应享有的权力和利益。与义务相对。,1,578_1
579,急迫，不容拖延。,1,579_1
580,单个；单独。 ,1,580_1
580,极少数的；少有的。,2,580_2
581,受思想支配而表现出来的外面活动。,1,581_1
582,事后懊悔。,1,582_1
583,封建国家最高统治者的称号。,1,583_1
584,作为根据的事物。 ,1,584_1
584,依据。表示以某种事物或行动作为前提或基础。 ,2,584_2
584,根据地、据点。,3,584_3
585,机关、团体等供应本单位成员用膳之所。也泛指经营或管理公共伙食的机构。 ,1,585_1
585,饭馆。,2,585_2
586,向下伸直。 ,1,586_1
586,两条直线、两个平面相交，或一条直线与一个平面相交，如果交角成直角，叫做互相垂直。,2,586_2
587,与觉醒状态交替出现的机体状态。能恢复体力和脑力。 ,1,587_1
587,比喻活动休息的状态。,2,587_2
588,以武力占有对方控制的土地。 ,1,588_1
588,占据某种领域或某些事物。,2,588_2
589,尊崇敬重。,1,589_1
590,财产等受到损失。 ,1,590_1
590,伤害；使蒙受损失。,2,590_2
591,地球上南北回归线之间的地带。,1,591_1
592,没有穷尽。指程度极深，范围极广。,1,592_1
593,快乐，适意。,1,593_1
594,宏大；不寻常。,1,594_1
595,某一地区或其附近。 ,1,595_1
595,土地的一条。,2,595_2
596,分析说明。 ,1,596_1
596,说明、辨明、辩解。,2,596_2
597,担任一定领导工作或管理工作的人员。也泛指国家机关、军队、人民团体中的公职人员。,1,597_1
598,空气的温度。,1,598_1
599,空间；天空。 ,1,599_1
599,通过无线电信号传播而形成的。,2,599_2
600,本指持论正直，对错误意见表示反对。今用以指对他方的言论或行动提出强烈的反对意见。,1,600_1
601,制作物品。 ,1,601_1
601,未达到某种目的而提前准备。 ,2,601_2
601,劳作，操作。也泛指机器、工具受人操纵而进行生产活动。 ,3,601_3
601,任务，业务。 ,4,601_4
601,职业。,5,601_5
602,种数最多的一大类节肢动物。,1,602_1
603,由大变小。,1,603_1
604,胎儿从母体中生出来。也指事物的产生。,1,604_1
605,使身体组织受到损害。 ,1,605_1
605,损害。,2,605_2
606,消失，灭亡。 ,1,606_1
606,除掉（敌对的或有害的人或事物）。,2,606_2
607,地理上位于一个地方西边的地区。 ,1,607_1
607,美国的西边地区。,2,607_2
608,节省，俭约。,1,608_1
609,地表面。 ,1,609_1
609,房屋等建筑物内部及周围的地上用某种材料铺筑的表层。 ,2,609_2
609,行政区域、地区、管辖地区。 ,3,609_3
609,当地。 ,4,609_4
609,土地。,5,609_5
610,对某一现象有关的数据的搜集、整理、计算和分析等。 ,1,610_1
610,总括地计算。,2,610_2
611,到了某一地点或某一阶段。 ,1,611_1
611,到了某一地点。,2,611_2
612,阅读书籍；诵读书籍。 ,1,612_1
612,上学；学习功课。,2,612_2
613,以从事农业生产为主的劳动者聚居的地方。,1,613_1
614,不幸运，倒霉。灾祸。 ,1,614_1
614,死亡。,2,614_2
615,用武器加以装备。军事装备。 ,1,615_1
615,用物质的、精神的东西来装备。 ,2,615_2
615,军队、军事、武力。,3,615_3
616,众民，人民。,1,616_1
617,事物所包含的思想和道理。 ,1,617_1
617,作用，价值。,2,617_2
618,a代名b 各人自己。,1,618_1
619,系统地讲解说明学问或技术。 ,1,619_1
619,教师为讲课而编写的教材。,2,619_2
620,研究现实世界数量关系和空间形式的科学。,1,620_1
621,存活下来。,1,621_1
622,具有某种性质或范围的一片地方。,1,622_1
623,有条理、不混乱的状况。特指符合社会规范化的状态。,1,623_1
624,军队编制中的一个单位。 ,1,624_1
624,为达到同样的目标而聚集在一起的集团。 ,2,624_2
624,军队的通称。,3,624_3
625,割裂；使整体的事物分开。,1,625_1
572,盛物品的器具。,1,572_1
627,思想意识。 ,1,627_1
627,打消念头、做好心理准备。,2,627_2
628,地球上一定区域内多年天气特征的综合概括。主要包括气温、雨量、风、云、日照等，由地理环境、大气环流、太阳辐射以及人类活动等因素所决定。 ,1,628_1
628,比喻情势。 ,2,628_2
628,比喻结果、成就。,3,628_3
629,有关刑法的。相对“民事”而言。 ,1,629_1
629,执行犯罪调查或逮捕犯人等任务的刑警。,2,629_2
630,承接先代传统；继续从事前人未竟事业。 ,1,630_1
630,接替前任位置。 ,2,630_2
630,依法承受死者的遗产。,3,630_3
631,理财之事 ,1,631_1
631,国家或公共团体在资金的管理、积累、分配、使用等方面的经济活动。,2,631_2
632,较少的数量。,1,632_1
633,两个或两个以上国家签订的有关政治、经济、文化、军事等方面各自所承担责任的契约书。,1,633_1
634,人的身体,1,634_1
635,到了某个范围或某个时期里。,1,635_1
636,合乎一般公认标准的或合乎一定手续的。,1,636_1
637,静电场或电路中两点之间的电势差。有直流电压和交流电压两种。单位为伏特。,1,637_1
638,定要。表示事理和情理上的必要。,1,638_1
639,数量、重量的多少或体积的大小。 ,1,639_1
639,重量。 ,2,639_2
639,比重、重要性、意义、价值。,3,639_3
640,士卒；士兵。,1,640_1
641,平常；普通。,1,641_1
642,可能性极小的意外的情况。 ,1,642_1
642,表示可能性极小的假设。 ,2,642_2
642,万分之一。表示极少的部分。,3,642_3
643,上对下发强制性指示。,1,643_1
644,力量或气势很大。 ,1,644_1
644,药、酒等浓度高或效用显著。,2,644_2
645,预先报告。,1,645_1
646,从一定的立场或角度出发，对事物或问题所持的看法。,1,646_1
647,隶属军籍、服兵役的人。,1,647_1
648,国家的根本法，具有最高的法律效力。,1,648_1
649,众多山所在的地域。,1,649_1
650,所处之地。也指存在的地方。 ,1,650_1
650,处所，地方。,2,650_2
651,两相对待的；彼此之间的。 ,1,651_1
