meaning,example,order,word,numbering
167_1,相手候補の主張は完全に 小説/作り話 だ。,3,167,167_1_3
168_1,財産を全部寄付する,1,168,168_1_1
168_1,私はその作家の小説を全部読んだ。,2,168,168_1_2
168_1,全部お話しします。,3,168,168_1_3
168_1,叢書の全部が復刻された。,4,168,168_1_4
169_1,現実を 認識する/直視する/考慮する,1,169,169_1_1
169_1,現実に満足する,2,169,169_1_2
169_1,現実から逃避する,3,169,169_1_3
169_1,厳しい/冷酷な 現実にぶつかる,4,169,169_1_4
169_1,理想と現実の間の距離,5,169,169_1_5
169_2,こんな考えは、あまり現実的とは言えない。,1,169,169_2_1
170_1,個性が ある/ない/強い,1,170,170_1_1
170_1,一人ひとりの個性を尊重する,2,170,170_1_2
170_1,個性が重視される時代,3,170,170_1_3
171_1,たくさんの物の価格を丁寧に比較してみて、物品を購入した。,1,171,171_1_1
171_1,今は昔と比較にならないほど豊かだ。,2,171,171_1_2
171_1,比較の対象,3,171,171_1_3
171_1,この二人の兄弟を比較すれば、兄は冷静沈着、弟は快活明朗である。,4,171,171_1_4
171_1,今年の食糧生産量は去年と比較すると、大幅増加した。,5,171,171_1_5
171_2,比較的穏やかな天候が続く,1,171,171_2_1
171_2,この食堂は比較的安い。,2,171,171_2_2
172_1,不満な/怒った/満ち足りた/ぼうっとした/慌てた/嬉しい/楽しい/膨れっ面の/すねた/不快な/苦しい 表情,1,172,172_1_1
172_1,彼は不満な表情を隠してぎこちなく笑った。,2,172,172_1_2
172_1,無表情だ/表情がない,3,172,172_1_3
172_1,テレビで全国各地の元旦の表情を伝える,4,172,172_1_4
172_1,表情から彼の感情を読むことができる。,5,172,172_1_5
172_2,〔この俳優は感情表現がとてもうまい。〕,1,172,172_2_1
173_1,経営 方針/哲学,1,173,173_1_1
173_1,会社を経営する,2,173,173_1_2
173_1,景気が悪くて会社の経営に困難が多い。,3,173,173_1_3
173_2,自分の人生をよく経営していかなければならない。,1,173,173_2_1
173_2,人生/学級/家庭 経営,2,173,173_2_2
173_3,〔我が社は医療機器を専門的に扱っている。〕,1,173,173_3_1
174_1,伝統/在来 市場(いちば)；食料品市場(いちば/しじょう)/中古車市場(しじょう),1,174,174_1_1
174_1,市場(いちば)に行って買い物する,2,174,174_1_2
174_1,市場(いちば)が人々で賑わう,3,174,174_1_3
174_2,株式/金融/債権/国債/海外/国内/内需/新規 市場,1,174,174_2_1
174_2,市場の動向を把握する,2,174,174_2_2
174_2,新たな市場を開拓する,3,174,174_2_3
174_3,〔この場所では拝金主義の居場所はない。〕,1,174,174_3_1
174_3,〔こんな陳腐な思想はすでに若者達に受け入れられる余地がない。〕,2,174,174_3_2
175_1,職業 教育/訓練/研修/意識,1,175,175_1_1
175_1,彼の職業は弁護士だ。,2,175,175_1_2
175_1,多様な職業に従事する,3,175,175_1_3
175_2,プロのスポーツ選手,1,175,175_2_1
175_2,職業軍人,2,175,175_2_2
176_1,不安な心を振り払うことができない,1,176,176_1_1
176_1,台風が近づいていて不安な夜を過ごす。,2,176,176_1_2
176_1,試験の成績が落第点に近くて落ちないか不安だ。,3,176,176_1_3
176_1,国際経済情勢が不安定だと、国内経済も萎縮することがある。,4,176,176_1_4
176_2,〔面倒ばかりをかけてしまい、本当にすまない。〕,1,176,176_2_1
177_1,外国 旅行/留学/企業/資本,1,177,177_1_1
177_1,外国に出て見聞をひろげる,2,177,177_1_2
177_1,外国から 帰る/帰国する,3,177,177_1_3
178_1,各種の 食べ物/運動/酒/状況/制度,1,178,178_1_1
178_1,各種の飲み物が用意されている,2,178,178_1_2
179_1,君の将来の 希望/計画 は何だ？,1,179,179_1_1
179_1,若者たちの将来を心配する,2,179,179_1_2
179_1,将来が 明るい/有望だ/嘱望される/不透明だ/暗い/保障される,3,179,179_1_3
179_2,欧米の先進技術を将来した。,1,179,179_2_1
179_2,中国から仏像を将来する,2,179,179_2_2
180_1,戦争が 勃発する/起こる/持続する/終わる,1,180,180_1_1
180_1,戦争を 布告する/起こす/終わりにする/終息させる/ひろげる,2,180,180_1_2
180_1,戦争と平和,3,180,180_1_3
180_1,戦争 捕虜/文学/映画/賠償金,4,180,180_1_4
180_2,政府は犯罪との戦争を宣言した。,1,180,180_2_1
180_2,交通/受験 戦争,2,180,180_2_2
181_1,青少年期は成長がとても速い。,1,181,181_1_1
181_1,子供の成長を見るのは楽しいことだ。,2,181,181_1_2
181_1,子供の成長を記録する,3,181,181_1_3
181_2,会社が成長する,1,181,181_2_1
181_2,強大国に成長する,2,181,181_2_2
181_2,市民階級の成長,3,181,181_2_3
181_2,成長を 促進/抑制 する薬,4,181,181_2_4
182_1,公園を散歩する,1,182,182_1_1
182_1,休日には遊びにきた家族で公園が賑わう。,2,182,182_1_2
182_1,国立/山林/海上 公園,3,182,182_1_3
183_1,患者/傷/病/癌 を治療する,1,183,183_1_1
183_1,病院で治療を受ける,2,183,183_1_2
183_1,然るべき時に治療を受けられなかった。,3,183,183_1_3
183_1,治療費を 出す/請求する/完納する,4,183,183_1_4
184_1,〜する自信が ある/ない,1,184,184_1_1
184_1,私はそのことをうまくやり遂げる自信がない。,2,184,184_1_2
184_1,〜する自信に満ちている。,3,184,184_1_3
184_1,自信を 持つ/見せる,4,184,184_1_4
184_2,〔彼はそのことを必ず成し遂げられると自ら信じた。〕,1,184,184_2_1
184_2,〔あまり 自分を信じすぎるな/自信を持ちすぎるな。〕,2,184,184_2_2
184_2,〔彼は直面した困難を十分に解決できるだろうと信じている。〕,3,184,184_2_3
185_1,現在の 収入/条件/家/自動車/成績/点数/生活/結果 に満足する,1,185,185_1_1
185_1,満足した 表情/態度,2,185,185_1_2
185_1,どれだけお金がたくさんあっても満足できない。,3,185,185_1_3
185_1,満足度を調査する,4,185,185_1_4
185_1,私は食うに困らず生きられれば満足だ。,5,185,185_1_5
185_2,このショッピングモールはあなたの購買欲求を満足させることができます。,1,185,185_2_1
185_2,全ての人の期待を満足させることは難しい。,2,185,185_2_2
185_2,会社/学校 が要求する条件を満たし合格する,3,185,185_2_3
185_2,この方程式を満足する解を求めなさい。,4,185,185_2_4
186_1,最近の若者たちは～する傾向がある。,1,186,186_1_1
186_1,読書/現実的/現実逃避/商業主義 の傾向,2,186,186_1_2
186_1,平均婚姻年齢が過去に比べて高まる傾向を見せている。,3,186,186_1_3
186_2,〔大部分の人は争いを解決する時、穏健な方法をとる傾向がある。〕,1,186,186_2_1
186_2,〔私はあなたがたの見方の方に傾いている。〕,2,186,186_2_2
187_1,推理小説/ドラマ/専業/新進/大御所(重鎮)/陶芸 作家,1,187,187_1_1
187_1,彼は数々の名作を著した作家だ。,2,187,187_1_2
187_1,作家 団体/同盟/協会,3,187,187_1_3
187_1,この小説には作家の思想と感情がよく現れている。,4,187,187_1_4
188_1,電子は原子核の周りを回っている。,1,188,188_1_1
188_1,原子が電子を失うと陽イオンとなり電子を余計に得ると陰イオンになる。,2,188,188_1_2
188_1,電子の運動を観測する,3,188,188_1_3
188_2,電子 製品/郵便/工業/工学/レンジ/装置/天秤,1,188,188_2_1
189_1,過去にあった事,1,189,189_1_1
189_1,この場所は過去に学校だった。,2,189,189_1_2
189_1,過去を 忘れる/精算する,3,189,189_1_3
189_1,その女は過去が複雑だ。,4,189,189_1_4
189_2,〔何の心配もなかった子供時代が過ぎてしまった。〕,1,189,189_2_1
189_3,〔空港は学校から遠いため、我々は車で行かなければならない。〕,1,189,189_3_1
190_1,宇宙/休息/文化/生活/都市 空間,1,190,190_1_1
190_1,空間 感覚/知覚力/利用,2,190,190_1_2
190_1,空間を 占める/埋める/満たす,3,190,190_1_3
190_1,狭い空間を効率的に利用する,4,190,190_1_4
190_1,席をつめて座って、もう一人座れる空間を作りましょう,5,190,190_1_5
191_1,生命 延長/尊重/現象/保険；寿命を 延ばす/縮める,1,191,191_1_1
191_1,生命を 維持する/尊ぶ/宿す,2,191,191_1_2
191_1,生命を捧げて国家に献身する,3,191,191_1_3
191_1,生きている/命が続いている,4,191,191_1_4
191_2,〔歌手は声が命である。〕,1,191,191_2_1
191_2,〔この部分がこの作品の命である。〕,2,191,191_2_2
191_2,〔新聞は真実の報道が命である。〕,3,191,191_2_3
191_2,〔〜に命を吹き込む〕,4,191,191_2_4
191_3,彼の政治生命はもう終わった。,1,191,191_3_1
191_3,けがで選手生命が絶たれる,2,191,191_3_2
192_1,道路交通,1,192,192_1_1
192_1,高速/高架/幹線/迂回/有料 道路,2,192,192_1_2
192_1,道路が 渋滞する/開通する,3,192,192_1_3
192_1,道路を 建設する/敷く/渡る/通る,4,192,192_1_4
193_1,意見を 述べる/開陳する/交換する/聴取する/収集する/尊重する/無視する/受容する,1,193,193_1_1
193_1,意見がわかれる,2,193,193_1_2
193_1,少数/多数/賛成/反対 意見；賛否両論,3,193,193_1_3
193_1,両者の意見の隔たりを埋めることができない,4,193,193_1_4
193_1,賛成意見が過半数を占める,5,193,193_1_5
193_1,意見がある方は手を挙げておっしゃってください。,6,193,193_1_6
193_2,〔彼はいつも社長に不満があって、仕事もあまり積極的にやらない。〕,1,193,193_2_1
193_3,上司に意見するのは勇気がいる。,1,193,193_3_1
193_3,君に意見する資格があるのか？,2,193,193_3_2
193_3,他人の私生活にあれこれ意見する,3,193,193_3_3
193_3,私などが意見するようで、気が引けるのですが。,4,193,193_3_4
194_1,記憶 喪失/装置,1,194,194_1_1
194_1,当時のことを記憶している。,2,194,194_1_2
194_1,ずっと前のことを思い出す,3,194,194_1_3
194_1,記憶に長く残る,4,194,194_1_4
194_2,彼について良くない記憶がある。,1,194,194_2_1
195_1,彼はこの機械を操作できる。,1,195,195_1_1
195_1,この設備は操作方法が簡単だ。,2,195,195_1_2
195_1,機械の操作に 不慣れだ/慣れている,3,195,195_1_3
195_1,この扇風機はリモコンで操作する。,4,195,195_1_4
195_2,株価/書類/帳簿/資金 操作,1,195,195_2_1
196_1,大型/街の/構内 書店,1,196,196_1_1
196_1,近くの書店で雑誌を買った。,2,196,196_1_2
196_1,私は明日、書店に行って本を一冊買おうと思う。●類本屋,3,196,196_1_3
196_2,三聯書店,1,196,196_2_1
196_2,岩波書店,2,196,196_2_2
197_1,計算が合わない,1,197,197_1_1
197_1,人数を計算する,2,197,197_1_2
197_1,図形の面積を計算する,3,197,197_1_3
197_2,計算に入れる,1,197,197_2_1
197_2,事が計算通りに進む,2,197,197_2_2
197_2,彼は 打算的だ/計算高い。,3,197,197_2_3
197_2,計算された行動,4,197,197_2_4
197_3,〔我々が食べた物は、彼が全て支払いをした。〕,1,197,197_3_1
197_4,〔彼女は全ての言葉の中に陰謀と謀略を隠していた。〕,1,197,197_4_1
197_4,〔商業界にはしばしば他人に陥れられる人がいる。〕,2,197,197_4_2
143_1,地球の 自転/公転/周長,1,143,143_1_1
143_1,地球から太陽までの距離,2,143,143_1_2
143_1,宇宙船が地球に帰還した。,3,143,143_1_3
143_1,地球の資源は無尽蔵ではない。,4,143,143_1_4
199_1,社会的/家長としての 責任,1,199,199_1_1
199_1,責任意識,2,199,199_1_2
199_1,責任を負う,3,199,199_1_3
199_1,～に対して重い責任がある,4,199,199_1_4
199_1,役員の責任を 果たす/完遂する,5,199,199_1_5
199_1,教師は学生を指導し保護する責任がある。,6,199,199_1_6
199_2,責任を 追求する/問う/転嫁する/回避する/負わせる,1,199,199_2_1
199_2,〜に責任を押しつける/〜のせいにする,2,199,199_2_2
199_2,事故の責任をとる,3,199,199_2_3
199_2,子どものしたことは親の責任だ。,4,199,199_2_4
199_2,こういう大きな問題が発生したことに対して、彼が主な責任を負うべきだ。,5,199,199_2_5
200_1,目標を達成する,1,200,200_1_1
200_1,目標を 立てる/定める,2,200,200_1_2
200_1,この建物は6月の完成を目標にしている。,3,200,200_1_3
200_1,目標がはっきりしない,4,200,200_1_4
200_2,目標に命中する,1,200,200_2_1
200_2,目標地点,2,200,200_2_2
200_2,射撃/攻撃 目標,3,200,200_2_3
201_1,左右に 動く/揺れる,1,201,201_1_1
201_1,この部屋は左右両側に出入り口がある。,2,201,201_1_2
201_2,左右を退ける,1,201,201_2_1
201_2,左右の進言に耳を傾ける,2,201,201_2_2
201_2,左右に質す,3,201,201_2_3
201_3,人の言葉に左右されてはいけない。,1,201,201_3_1
201_3,一人、二人が組織全体を左右する,2,201,201_3_2
201_3,気分に左右される,3,201,201_3_3
201_4,言を左右にする,1,201,201_4_1
201_5,〔彼は10日ほどかかって、この任務を完遂した。〕,1,201,201_5_1
201_5,〔彼はそれほど年を取っていない。30歳ぐらいだ。〕,2,201,201_5_2
202_1,政府が新たな政策を 発表する/推進する,1,202,202_1_1
202_1,これについては政府が直接動くべきである。,2,202,202_1_2
202_1,政府の 部署/機関,3,202,202_1_3
202_1,地方/連邦/州/省 政府,4,202,202_1_4
203_1,燃料と水を配合する。,1,203,203_1_1
203_1,色の配合に気を配る,2,203,203_1_2
203_1,配合 飼料/成分,3,203,203_1_3
203_2,〔これは警察の合法的な調査ですので、ご協力をお願いします。〕,1,203,203_2_1
203_2,〔共同/合同 作戦〕,2,203,203_2_2
203_3,〔緑の葉が赤い花を際立たせ、なんともよく調和し、なんとも美しい。〕,1,203,203_3_1
204_1,突発(的)/強迫(的)/反復(的)/退行(的) 行動,1,204,204_1_1
204_1,主人のように/無作法に/礼儀正しく/冷たく/果敢に/臆病に/乱暴に/荒く/落ち着いて 行動する,2,204,204_1_2
204_1,行動が 敏捷だ/迅速だ/まどろっこしい/怪しい/ぎこちない,3,204,204_1_3
204_1,自分で考えて行動する,4,204,204_1_4
204_1,行動に移す,5,204,204_1_5
204_1,言葉と行動が一致する,6,204,204_1_6
204_2,〔手術の直後には出歩かないのがいい。〕,1,204,204_2_1
205_1,国民 主権/投票/罷免/運動,1,205,205_1_1
205_1,政治の改革に国民の期待が集まる,2,205,205_1_2
205_1,国土を守り国民を保護するのが軍隊の責務である。,3,205,205_1_3
205_1,政府/政治 は国民の考えを代弁しなければならない。,4,205,205_1_4
206_1,文学 作品/青年/少女/概論,1,206,206_1_1
206_1,純粋/アンガージュマン/写実主義 文学,2,206,206_1_2
206_1,文学を専攻する,3,206,206_1_3
206_1,文学は現実生活の反映である。,4,206,206_1_4
206_2,大学の文学部に通う,1,206,206_2_1
207_1,感動的な 映画/場面/行為,1,207,207_1_1
207_1,恩師の激励に感動を覚える,2,207,207_1_2
207_1,感動のあまり涙があふれる,3,207,207_1_3
207_1,見知らぬ人が助けてくれて、彼は非常に感動した。,4,207,207_1_4
207_1,彼は簡単に感動する。,5,207,207_1_5
208_1,新鮮な 野菜/果物/食品,1,208,208_1_1
208_1,冷蔵保管して新鮮さを維持する,2,208,208_1_2
208_1,スーパーの野菜がとても新鮮だ。,3,208,208_1_3
208_2,明け方の新鮮な空気を吸い込む,1,208,208_2_1
208_2,この都市の空気は全く新鮮ではない。,2,208,208_2_2
208_3,新鮮な 文体/感覚/デザイン/アイデア,1,208,208_3_1
208_3,彼は初めて上海に来た時、全てが新鮮に見えた。,2,208,208_3_2
208_3,廃れた山村ではインターネットはまだ珍しいものだ。,3,208,208_3_3
209_1,地下 資源/施設/都市/空間,1,209,209_1_1
209_1,地下室,2,209,209_1_2
209_1,地下に豊富な資源がある。,3,209,209_1_3
209_1,電線を地下に埋設する,4,209,209_1_4
209_1,この建物は地上10階、地下3階である。,5,209,209_1_5
209_2,彼は地下の両親に会わせる顔がないと思った。,1,209,209_2_1
209_2,地下の恩師に報告する,2,209,209_2_2
209_2,地下のご先祖様に笑われる,3,209,209_2_3
209_3,地下 運動/組織/サークル,1,209,209_3_1
209_3,この組織は地下で活動している。,2,209,209_3_2
209_3,地下組織を一網打尽にする。,3,209,209_3_3
209_4,〔地面に落ちる〕,1,209,209_4_1
209_4,〔地面に落ちた物を拾う〕,2,209,209_4_2
210_1,内容と形式が 符合する/統一的だ,1,210,210_1_1
210_1,内容より形式に偏る,2,210,210_1_2
210_1,形式をきちんと具備する,3,210,210_1_3
210_2,日記の形式をとった小説,1,210,210_2_1
210_2,多様な形式の建築物,2,210,210_2_2
211_1,公開 入札/恋愛/募集/売却/謝罪/会議/放送,1,211,211_1_1
211_1,新たな 事実/ 製品/ 文書 を メディア/一般/満天下 に公開する,2,211,211_1_2
211_1,秘密/秘密文書/真相/名簿/ 会議内容/ 調査結果 を公開する,3,211,211_1_3
211_1,公の場で批判する,4,211,211_1_4
211_1,この事案はまだ公開できない。,5,211,211_1_5
212_1,交通/自動車/列車/航空/人命/安全/放送 事故,1,212,212_1_1
212_1,事故が 起こる/発生する,2,212,212_1_2
212_1,事故を 起こす/引き起こす,3,212,212_1_3
212_1,事故に遭う,4,212,212_1_4
212_1,事故を未然に防ぐ,5,212,212_1_5
212_1,不意の事故で世を去る,6,212,212_1_6
213_1,積極的に 対処/支持/加担/協調/参加 する,1,213,213_1_1
213_1,〜に積極的だ,2,213,213_1_2
213_1,〜に積極的な役割を果たす,3,213,213_1_3
213_1,積極的に 発言/参与 する,4,213,213_1_4
214_1,製作 過程/工程/方法/費用,1,214,214_1_1
214_1,木製の家具を製作する,2,214,214_1_2
214_1,映画/レコード/ミュージックビデオ/造形物 を製作する,3,214,214_1_3
214_1,これを製作するのに3年かかった。,4,214,214_1_4
215_1,天然 資源/洞窟/岩盤水,1,215,215_1_1
215_1,天然の真珠は価値が高い。,2,215,215_1_2
215_1,天然のままの自然の風光を楽しむ,3,215,215_1_3
215_1,天然のままの金、銀は貨幣ではない。,4,215,215_1_4
215_2,天然パーマを生かした髪型にする,1,215,215_2_1
215_3,〔何事もなかったかのように 白々しく笑う/おしゃべりする〕,1,215,215_3_1
215_3,〔何気ない表情をする〕,2,215,215_3_2
216_1,移動 通信/電話,1,216,216_1_1
216_1,瞬間/兵力 移動,2,216,216_1_2
216_1,部隊全体が移動する,3,216,216_1_3
216_1,本棚を移動する,4,216,216_1_4
216_1,移動にかかる時間,5,216,216_1_5
216_1,公共交通機関/自動車/地下鉄/飛行機/船 で移動する,6,216,216_1_6
216_1,次の場所に移動する,7,216,216_1_7
217_1,野生/哺乳/脊椎/無脊椎/軟体/愛玩/伴侶/肉食/草食/絶滅した 動物,1,217,217_1_1
217_1,動物 図鑑/病院,2,217,217_1_2
217_1,大きな動物が小さな動物を捕食する,3,217,217_1_3
217_1,動物園に行って色々な動物を見物する,4,217,217_1_4
217_1,動物的 行動/本能,5,217,217_1_5
217_1,動物的に行動する,6,217,217_1_6
218_1,睡眠/資金/予算/栄養/時間/酸素/人手 不足,1,218,218_1_1
218_1,お金が不足して買いたい物が買えない。,2,218,218_1_2
218_1,やりたい事業をやるには資金がひどく不足している。,3,218,218_1_3
218_2,〔身に余るお褒めの言葉を頂き大変ありがたいのですが、私はまだ 足りない/未熟な 部分がたくさんあります。〕,1,218,218_2_1
218_2,〔玉に瑕〕,2,218,218_2_2
219_1,自然/社会/経験/生命/地球/大気/人文 科学,1,219,219_1_1
219_1,科学 研究/書籍/雑誌,2,219,219_1_2
219_1,科学の発達は生活を大きく変えた。,3,219,219_1_3
219_1,我々は科学を信頼し、封建的迷信を打破すべきだ。,4,219,219_1_4
219_2,この方法は科学的ではない。,1,219,219_2_1
219_2,科学的に耕作する,2,219,219_2_2
219_2,科学的 思考/説明/方法/推論,3,219,219_2_3
220_1,太陽が 出る/眩しい,1,220,220_1_1
220_1,地球は太陽の周りを回っている。,2,220,220_1_2
220_1,太陽光を利用して発電する,3,220,220_1_3
220_1,夏には太陽(光)が強烈だ。,4,220,220_1_4
220_2,彼は大韓民国サッカー界の太陽だ。,1,220,220_2_1
220_2,民族/私 の心の太陽,2,220,220_2_2
221_1,化石/エコ 燃料,1,221,221_1_1
221_1,燃料を 供給する/注入する/補充する/節約する,2,221,221_1_2
221_1,燃料が 底をつく/切れる/消耗する,3,221,221_1_3
221_1,自動車は普通、ガソリンや天然ガスを燃料とする。,4,221,221_1_4
221_1,乾燥させた泥炭を燃料に使う,5,221,221_1_5
222_1,調査の仕方を 工夫する/悩む,1,222,222_1_1
222_1,工夫をこらした作品に仕上がる,2,222,222_1_2
222_2,〔学校の/課外の/試験/受験/英語の/数学の 勉強〕,1,222,222_2_1
222_2,〔教室で学生たちが勉強している。〕,2,222,222_2_2
222_2,〔勉強が よくできる/できない〕,3,222,222_2_3
222_2,〔勉強を 終える/させる〕,4,222,222_2_4
222_2,〔勉強に余念がない〕➜ 学習; 勉強,5,222,222_2_5
222_3,〔時間/努力 を無駄に使う〕,1,222,222_3_1
222_3,〔多くの努力を傾ける〕,2,222,222_3_2
222_4,〔少しの時間で二人は仕事を全て終えた。〕,1,222,222_4_1
222_4,〔君、時間/暇 はあるかい？〕,2,222,222_4_2
222_4,〔私は遊ぶ 時間/暇 がない。〕,3,222,222_4_3
223_1,アラビア/ローマ 数字,1,223,223_1_1
223_1,数字が読める,2,223,223_1_2
223_1,1〜10の数字で答えなさい。,3,223,223_1_3
223_2,各工場の納品数,1,223,223_2_1
223_2,数字に 明るい/強い,2,223,223_2_2
223_2,数字が教えてくれるところがある。,3,223,223_2_3
223_2,とてつもない数字,4,223,223_2_4
223_2,アフリカではほぼ2億の人口を失った。これは鳥肌の立つような数字だ。,5,223,223_2_5
223_3,〔デジタル 腕時計/カメラ/ディスプレイ〕,1,223,223_3_1
224_1,軽工業/重工業,1,224,224_1_1
224_1,電子/機械/化学/自動車/在来式/先端 工業,2,224,224_1_2
224_1,工業の 現代化/地帯/地域/団地,3,224,224_1_3
224_1,工業に従事する,4,224,224_1_4
224_1,工業を 起こす/振興する,5,224,224_1_5
225_1,参考 資料/図書/文献/閲覧室,1,225,225_1_1
225_1,先行研究を参考にする,2,225,225_1_2
225_1,このテーマの勉強に参考になるような本を推薦してください。,3,225,225_1_3
225_1,彼はこの文章を書くために多くの文献を参考にした。,4,225,225_1_4
225_1,最終 決定/判断 を下す前にこれも参考にする必要がある。,5,225,225_1_5
225_1,参考にこれも一度ご覧ください。,6,225,225_1_6
226_1,性格 調査/の違い/テスト,1,226,226_1_1
226_1,かっと熱くなる/血の気の多い/温和な/柔らかい/謙遜する/落ち着いた/社交的な/恥ずかしがる/楽天的な/快活な/厭世的な/大様（鷹揚）な/角のある 性格,2,226,226_1_2
226_1,彼は性格がとても温和で、皆彼と友達になりたがる。,3,226,226_1_3
226_1,性格の不一致で離婚する,4,226,226_1_4
226_2,この政党の性格を理解する,1,226,226_2_1
226_2,実学には近代志向的な性格がある。,2,226,226_2_2
226_2,芸術的/学問的/独自的/融合的 性格,3,226,226_2_3
227_1,実行の 可能性/戦略/結果,1,227,227_1_1
227_1,約束を/計画を/約束通り/計画通り 実行する,2,227,227_1_2
227_1,実行に移す,3,227,227_1_3
227_1,実行力が ある/不足している,4,227,227_1_4
227_1,実行 可能な/ 不可能な 方法,5,227,227_1_5
227_1,この計画は実行が難しい。,6,227,227_1_6
227_1,口で言うことより実行することが 難しい/重要だ。,7,227,227_1_7
227_2,実行 ファイル/命令/結果,1,227,227_2_1
228_1,自動車の/運行/処理/規定/制限/最高/最適 速度,1,228,228_1_1
228_1,速度違反,2,228,228_1_2
228_1,速度を 上げる/増す/下げる/維持する/測定する/記録する,3,228,228_1_3
228_1,一定の/早い/遅い 速度で 歩く/走る/動く,4,228,228_1_4
228_1,車は突然速度を落として警笛を鳴らした。,5,228,228_1_5
228_1,台風が速度を上げて近づいてくる,6,228,228_1_6
229_1,努力を 傾ける/注ぐ,1,229,229_1_1
229_1,努力したかいがある,2,229,229_1_2
229_1,大変な努力の末に,3,229,229_1_3
229_1,新技術/新製品 開発のために努力する,4,229,229_1_4
229_1,成績が悪い学生はもっと努力して勉強すべきだ。,5,229,229_1_5
229_2,彼は努力して勉強している。,1,229,229_2_1
229_2,努力して金を稼ぐ,2,229,229_2_2
230_1,理想を 抱く/実現する,1,230,230_1_1
230_1,理想と現実とのギャップに悩む,2,230,230_1_2
230_1,学生たちは皆崇高な理想を抱いている。,3,230,230_1_3
230_1,君の理想を言ってみろ。,4,230,230_1_4
230_2,製品の質があまり理想的ではない。,1,230,230_2_1
230_2,理想の/理想的な 家庭/福祉社会/国家(像)/社会/人間(像)/夫/妻/形,2,230,230_2_2
230_2,研究を進めるのに理想的な環境だ。,3,230,230_2_3
231_1,絶好の/良い 機会,1,231,231_1_1
231_1,機会を 得る/つかむ/逃す/狙う/うかがう/作る,2,231,231_1_2
231_1,機会がやってくる,3,231,231_1_3
231_1,発言の機会を与える,4,231,231_1_4
231_1,今度の機会に彼にきっと会いたい。,5,231,231_1_5
231_1,成功する人は機会をつかむのがうまい。,6,231,231_1_6
231_1,機会 均等/費用,7,231,231_1_7
231_1,彼に会う機会が今までなかった。,8,231,231_1_8
231_1,機会があれば,9,231,231_1_9
232_1,出発時間,1,232,232_1_1
232_1,予定を早めて出発する,2,232,232_1_2
232_1,出発まで、まだ時間がある,3,232,232_1_3
232_2,社会人としての出発を祝う,1,232,232_2_1
232_2,この会社は小さな軒店から出発した。,2,232,232_2_2
232_2,大きなことも小さなことから出発しなければならない。,3,232,232_2_3
232_2,問題について考慮する時、現実から出発しなければならない。,4,232,232_2_4
233_1,植物標本を採集する,1,233,233_1_1
233_1,彼は多くの植物を区別できる。,2,233,233_1_2
233_1,森の中には多くの植物が生きている。,3,233,233_1_3
233_1,植物性脂肪,4,233,233_1_4
234_1,豆腐料理,1,234,234_1_1
234_1,豆腐とわかめのみそ汁を作る,2,234,234_1_2
234_1,豆腐を焼いて食べる,3,234,234_1_3
235_1,歴史/事件/会議 の記録,1,235,235_1_1
235_1,記録を 残す/調査する,2,235,235_1_2
235_1,戦争を記録したフィルム,3,235,235_1_3
235_1,町の変化を写真で記録する,4,235,235_1_4
235_1,当時の記録は見当たらない。,5,235,235_1_5
235_1,彼は指導者が会議で言った言葉を記録しなければならない。,6,235,235_1_6
235_1,以上は今回の討論会の全体記録だ。,7,235,235_1_7
235_1,彼は手帳に仕事の進行過程を簡単に記録した。,8,235,235_1_8
235_2,世界/オリンピック/韓国 新記録,1,235,235_2_1
235_2,記録を 更新する/破る,2,235,235_2_2
235_2,彼は100メートル走で9.9秒を記録した。,3,235,235_2_3
235_2,彼は最多ホームラン記録保持者である。,4,235,235_2_4
236_1,詳細な 地図/設計図/計画,1,236,236_1_1
236_1,詳細に 描写する/描く/書く,2,236,236_1_2
236_1,詳細な報告書を作成する,3,236,236_1_3
236_1,経緯を詳細に説明する,4,236,236_1_4
236_1,この事案について、詳細にご報告いたします。,5,236,236_1_5
236_2,詳細は追って知らせます。,1,236,236_2_1
237_1,進歩/革新/革命/保守/守旧 政権,1,237,237_1_1
237_1,政権 交代/移譲; 政権を 立てる/樹立する/再建する,2,237,237_1_2
237_1,政権を つかむ/勝ち取る/奪取する/奪う/奪われる,3,237,237_1_3
237_1,クーデターで/選挙で/民主的手続きを経て/革命で 政権をつかむ,4,237,237_1_4
237_1,新政権が樹立される,5,237,237_1_5
237_1,新たに樹立された政権は人民のために奉仕する。,6,237,237_1_6
238_1,紅葉に美しく染まった山の風景,1,238,238_1_1
238_1,一幅の水彩画のような風景,2,238,238_1_2
238_1,黄山の風景はとても美しい。,3,238,238_1_3
238_1,旅先で懐かしい風景に出会った。,4,238,238_1_4
238_2,部屋の中の様子を見回す,1,238,238_2_1
238_2,教室からグラウンドの風景が見える。,2,238,238_2_2
238_2,この小説はその時代の知識人たちの風景を描いた。,3,238,238_2_3
239_1,口頭/書面/最終/結果/中間/緊急/定例 報告,1,239,239_1_1
239_1,事件発生を報告する,2,239,239_1_2
239_1,活動内容を報告する,3,239,239_1_3
239_1,報告書を 作成する/提出する,4,239,239_1_4
239_1,支配人は会社の今年の財務状況を理事会に報告した。,5,239,239_1_5
239_1,現地から新たな報告が入った。,6,239,239_1_6
239_1,報告(書)が 忠実だ/不十分だ。,7,239,239_1_7
239_1,調査委員会は事件の真相を報告した。,8,239,239_1_8
