word,meaning,order,numbering
267,ものを感じたり考えたりする心のはたらき。 ,2,267_2
267,精神異常。,3,267_3
268,男。,1,268_1
269,新たに生じること。生まれること。また、物事が始まること。,1,269_1
270,平面、あるいは曲面の広さ。,1,270_1
271,電力・火力などのエネルギーを動力に変える装置。原動機。発動機。 ,1,271_1
271,ある目的・仕事を達成するために作られた組織や団体。 ,2,271_2
271,計策、計略。,3,271_3
272,他の物にはたらきかけること。また、そのはたらき。,1,272_1
273,目的が果たせないこと。やりそこない。,1,273_1
274,仕事や学業などでなし遂げた結果を評価したもの。できばえ。,1,274_1
275,物事の中心となっていて、特に欠かせない大切なこと。 ,1,275_1
275,主に。大部分。,2,275_2
276,持っている能力や特性を表し示すこと。 ,1,276_1
276,十分に表す。 ,2,276_2
276,より高める。より発展させる。,3,276_3
277,他から離れて一つだけ存在すること。 ,1,277_1
277,他の援助・支配を受けないで、自力でやっていくこと。ひとり立ち。 ,2,277_2
277,ひとり立つ。一つだけ立つ。,3,277_3
278,物の外側。おもて。 ,1,278_1
278,物事の見える部分。外見。うわべ。,2,278_2
279,心にかけること。興味をもつこと。 ,1,279_1
279,関心がある。関心を持つ。関心を注ぐ。神経を使う。,2,279_2
280,物の内側。中の部分。 ,1,280_1
280,組織や集団のうち。,2,280_2
281,他からのはたらきかけに応じて起こる変化や動き。てごたえ。,1,281_1
282,品物の性質。品物のよしあし。しながら。 ,1,282_1
282,人の品性、人となり。,2,282_2
283,物をつくること。原料や未完成品に手を加えて製品にすること。 ,1,283_1
283,人為的に、ある雰囲気や局面を造成する。,2,283_2
284,程度などに応じていること。つり合うこと。見合うこと。 ,1,284_1
284,かなり。 ,2,284_2
284,ほぼ同じだ。対当だ。 ,3,284_3
284,適切である。,4,284_4
285,日常生活のために、家の中に備える道具。机・たんすなど。,1,285_1
286,自分の意見や説を言いはること。また、その意見や説。,1,286_1
287,現在に近い時代。,1,287_1
288,体の発達をうながし、体力の向上をはかるための教育。,1,288_1
289,疑わしい事柄。また、わからない事柄。,1,289_1
290,学校で授業を行う部屋。 ,1,290_1
290,人を集めて学芸や技能などを教える場所。その団体や催し。 ,2,290_2
290,大学で、専攻科目ごとの研究室。また、教科別に教員の所属する部屋。,3,290_3
291,頭・胴・手足など、肉体のすべてをまとめていう語。五体。 ,1,291_1
291,体の健康状態。調子。具合。コンディション。,2,291_2
292,普通と違うこと。また、そのさま。,1,292_1
293,外部から吸いこみ取り入れること。 ,1,293_1
293,取り入れて自分のものとすること。,2,293_2
294,新しく建物などをつくること。 ,1,294_1
294,新しく組織などをつくること。,2,294_2
295,正しく確かなこと。間違いのないこと。,1,295_1
296,ある事柄が真実であることを明らかにすること。 ,1,296_1
296,身分や事実を証明する文書。,2,296_2
297,絵画・写真などで、後ろの景色。演劇・舞踊などで、舞台の奥に描かれた景色。 ,1,297_1
297,背後の事情。 ,2,297_2
297,背後の勢力,3,297_3
298,同じ状態でもちこたえること。保つこと。 ,1,298_1
298,責任を取り、面倒をみる。支援。後援。援助。助け。支持。,2,298_2
299,ひろげて大きくすること。また、ひろがって大きくなること。,1,299_1
300,よろこんで迎えること。 ,1,300_1
300,よろこんで受け入れること。,2,300_2
301,新聞や雑誌などの記事を取材・執筆・編集する人。,1,301_1
302,複数の人が同じ物事を一緒に行うこと。,1,302_1
303,理論や仮説が正しいかどうか証明するために、実際にやってみること。 ,1,303_1
303,まだ完全に検証されていない方法を試験的に試してみること。,2,303_2
304,重く見ること。大切なこととして注意して見ること。,1,304_1
305,複雑な事物をいくつかの要素や成分にわけて、構造を明らかにすること。,1,305_1
306,頭にかぶるもの。 ,1,306_1
306,物の上部にかぶせるもの。 ,2,306_2
306,罪名や悪評のレッテル。烙らく印いん。,3,306_3
307,人体の構造・機能の探究や病気の原因・治療・予防などについて研究する学問。,1,307_1
308,団体や組織などに加わり一員になること。 ,1,308_1
308,入れる。添加する。加える。補う。,2,308_2
309,問題・事件などを整理したり解いたりして決着がつくこと。かたづくこと。 ,1,309_1
309,無くす。除去する。掃そう蕩とうする。,2,309_2
310,目的物を手に入れるために、追いもとめること。 ,1,310_1
310,求愛する。愛を訴える。(異性を)追いかける。,2,310_2
311,光をよく通し、向こうがすきとおって見えること。また、そのさま。 ,1,311_1
311,隠すことがなく、内部でことがどう動いているのかが外部の人にも容易にわかること。,2,311_2
312,一定の領土と、人々が構成する主権によって統治する組織を持つ集団。くに。,1,312_1
313,数量の多いことと少ないこと。 ,1,313_1
313,いくらか。少し。 ,2,313_2
313,いくつ。いくら。数量を尋ねる疑問詞。,3,313_3
314,物事の善悪を検討し、その価値や正当性などを判定すること。他の誤りなどを論じて非難すること。,1,314_1
315,動物の体の表面をおおい包んでいる組織。はだ。,1,315_1
316,他よりすぐれて、ひいでているさま。,1,316_1
317,背もたれのある腰かけ。 ,1,317_1
317,地位。ポスト。,2,317_2
318,軍隊が計画に沿って、一定期間行う戦闘。また、その計画。 ,1,318_1
318,試合などをうまく進めるうえでの方法。戦術。 ,2,318_2
318,戦闘。,3,318_3
319,長さ、重さ、数、時間などの数量を数値で表す時、基礎となる一定の基準。 ,1,319_1
319,全体を構成する基本となる、ひとまとまり。 ,2,319_2
319,機関、団体またはそこに所属する部署。 ,3,319_3
319,学習量をはかるときの基準。,4,319_4
320,当然であるとして、それを強くもとめること。,1,320_1
321,制度や習慣などの悪いところをあらため、よいものにすること。,1,321_1
322,悪い点を改めて、よくすること。,1,322_1
323,始まって間もない時期。,1,323_1
324,物の中に含まれている水の量。水気。 ,1,324_1
324,誇大。誇張。泡。,2,324_2
325,太陽・月・星など、宇宙空間に存在する物体の総称。,1,325_1
326,人に知られないように隠すこと。公開しないこと。また、その事柄。 ,1,326_1
326,まだ明らかになっていないこと。 ,2,326_2
326,人に知られないよう隠す様子がある。,3,326_3
327,戸や窓を開け放したままにすること。 ,1,327_1
327,制限などを設けないで、自由に出入りしたり利用したりすること。オープン。 ,2,327_2
327,外部のものが入ってくるのを自由に許容する性質がある。 ,3,327_3
327,(花が)咲く。,4,327_4
328,学びならうこと。学問や技術などを勉強して身につけること。,1,328_1
329,物事に感じて引き起こされる、喜怒哀楽などの心の動き。 ,1,329_1
329,愛着。好きで貴重に思う感情。,2,329_2
330,物事の様子。ありさま。物事のわけ。いきさつ。 ,1,330_1
330,事件。事故。 ,2,330_2
330,職務。業務。仕事。 ,3,330_3
330,用務。用。 ,4,330_4
330,事の成り行きやわけを人に話して懇切に頼むこと。,5,330_5
331,その土地・学校・身分の出であること。 ,1,331_1
331,〜出身だ。〜の身分を持つ。,2,331_2
332,体力や知力を使って働くこと。 ,1,332_1
332,体を動かして働く。,2,332_2
333,あぶないこと。また、その恐れのあること。,1,333_1
334,動物の血管内を循環する液体。栄養分、酸素、老廃物を運ぶ。血。,1,334_1
335,一つに定まって変わらないこと。 ,1,335_1
335,ある程度。 ,2,335_2
335,必ず。間違いなく。,3,335_3
336,生物体を構成する基本単位。一個の核と細胞質から成り、細胞膜で包まれている。,1,336_1
337,特例を除き、大部分に当てはまる基本的な規則や法則。,1,337_1
338,長い間くり返すうちに、自然と身についた決まりごと。 ,1,338_1
338,古くからならわしとして行われている事柄。風習。しきたり。 ,2,338_2
338,慣れる。適応する。,3,338_3
339,地形や土地の様子を、一定の縮尺を用いて記号や文字で平面上に表した図。,1,339_1
340,生まれてから死ぬまで。,1,340_1
341,自分が受けた行為を、ありがたく思うこと。また、その意を表して礼を言うこと。,1,341_1
342,ある事柄について習熟するよう、練習させてきたえること。,1,342_1
343,物事に対する身構え。 ,1,343_1
343,物事に対する心構え。,2,343_2
344,体の動き。立ち居振る舞い。,1,344_1
345,国民の生命・財産、社会の秩序と安全を保つためにおく、行政機関。,1,345_1
346,物事の状態や変化の様子を詳しくみること。,1,346_1
347,勤労・事業などにより取得する金品。 ,1,347_1
347,収録する。収納する。含む。受け入れる。,2,347_2
348,たたかいの策略。 ,1,348_1
348,政治・社会運動や企業経営で、成果をあげるための計画や手段。,2,348_2
349,成人した女性。女性。,1,349_1
350,そのままの状態でとっておくこと。,1,350_1
351,異性を恋い慕う気持ち。 ,1,351_1
351,相手をいとおしみ、大切に思う心持ち。,2,351_2
352,学校の別称。多く、私立学校などの校名として用いられる。 ,1,352_1
352,単科大学 ,2,352_2
352,正規の学校でない私立教育機関。,3,352_3
353,物事を規則として定めること。また、その定め。 ,1,353_1
353,内容や性格、意味などを明らかにして決める。または、その決めておいたこと。 ,2,353_2
353,ある物事が別の物事の性質を決定すること。,3,353_3
354,表面に現れ出たもの。,1,354_1
355,戦いや試合などに勝つこと。 ,1,355_1
355,一生懸命に努力して困難を克服し、あることを成し遂げる。 ,2,355_2
355,成功。,3,355_3
356,心のはたらき。心の状態。心持ち。,1,356_1
357,物事をなし遂げた結果。よいできばえ。,1,357_1
358,代表や役員などの適任者を選び出すこと。,1,358_1
359,ウシ・ウマ・ヒツジなどの家畜を放し飼いにする所。放牧場。まき。,1,359_1
360,見たりさわったりでき、質量によって物体を構成している実質。 ,1,360_1
360,金銭や品物など。物品。,2,360_2
361,関係者が集まって相談をし、物事を決定すること。また、その集まり。 ,1,361_1
361,ある事柄を評議する機関・組織。,2,361_2
362,全体を勢力下におき、治めること。統治すること。 ,1,362_1
362,他人の行動を、思いどおりに束縛したり規定したりすること。 ,2,362_2
362,配分。割当。配置。配当。,3,362_3
363,前に向かって進んで行くこと。 ,1,363_1
363,事などを処理して進む。 ,2,363_2
363,物事が時間の経過につれて状態を変えていくこと。病気の悪化に使うことが多い。,3,363_3
364,架線や軌道から得た電力を利用してレール上を走り、人や荷物を運ぶ鉄道車両。,1,364_1
365,物事を十分知り、その本質を理解し、判断すること。また、その心のはたらき。 ,1,365_1
365,ある事物が、他でもなく正にそれであると識別すること。,2,365_2
366,より良い状態になること。 ,1,366_1
366,より高い段階へ進むこと。 ,2,366_2
366,拡大する。拡充する。拡張する。増加する。増員する。増やす。,3,366_3
367,防ぎ止めること。,1,367_1
368,何かを積極的にしたいという気持ち。,1,368_1
369,いつまでもながく果てしないこと。とこしえ。 ,1,369_1
369,いつも。常に。,2,369_2
370,内容を小さく分けたときの部分。物事を小分けしたもの。 ,1,370_1
370,プロジェクト。事業。課題。,2,370_2
371,人の意見や行動などに賛同し、力を貸してあと押しをすること。 ,1,371_1
371,ささえること。 ,2,371_2
371,耐える。支える。持ちこたえる。,3,371_3
372,手に入れること。自分の所有にすること。,1,372_1
373,政府・政党・政治家などの政治上の方針。,1,373_1
374,できあがること。まとまること。 ,1,374_1
374,物事が成り立つこと。,2,374_2
375,数量の多いこと。 ,1,375_1
375,心の広いこと。大きな度量。,2,375_2
376,しくみや考え方などが、こみいっていないこと。,1,376_1
377,ある事柄を、そうでないと決めること。打ち消すこと。,1,377_1
378,ふつうとは違っていること。 ,1,378_1
378,非常に。,2,378_2
379,熱さ・冷たさの度合いを数値で表したもの。,1,379_1
380,海水面からはかった高さ。 ,1,380_1
380,程度が高いさま。,2,380_2
381,詩を作る人。詩作を生業とする人。,1,381_1
382,人前で意見を言うこと。また、その意見。,1,382_1
383,光や電波などが物に当たって方向を変えること。 ,1,383_1
383,人間や動物が刺激に対して無意識におこす反応。,2,383_2
384,文化・言語・歴史などを共有し、帰属意識を同じくする人間の集まり。,1,384_1
385,あぶない場面や状況・時期。ピンチ。 ,1,385_1
385,潜在的な、潜伏している危険。危険要素。危険の兆候。,2,385_2
386,兄と弟。 ,1,386_1
386,親を同じくする子どうし。 ,2,386_2
386,親しい間柄で呼ぶ語。 ,3,386_3
386,キリスト教信者の間で互いに示したり呼ぶ言葉。 ,4,386_4
386,弟。 ,5,386_5
386,男の自称。,6,386_6
387,いたんだところを整え直すこと。 ,1,387_1
387,剪枝する。余分な枝を切る。 ,2,387_2
387,こらしめる。苦い目にあわせる。,3,387_3
388,自分のものとして持っていること。また、そのもの。 ,1,388_1
388,全ての。一切の。,2,388_2
389,生物が長い年月の間に、より複雑で高等かつ多種類に変化すること。 ,1,389_1
389,物事が発達し、進歩すること。,2,389_2
390,ある状態や地位がおかされないように保護すること。特に、危険や災害をこうむらないように守ること。 ,1,390_1
390,大事なものを保護し守ってくれるもの。目標達成を可能にし、約束してくれるもの。約束手形。切符。鍵。,2,390_2
391,人をたずねること。 ,1,391_1
391,見回す。探訪する。見物する。,2,391_2
392,病気や災害などを前もってふせぐこと。,1,392_1
393,今より先の時間。これから先にくる時。将来。,1,393_1
394,車の通る道。特に、列車などが通る線路。 ,1,394_1
394,天体や物体が一定の法則で動く道すじ。 ,2,394_2
394,物事が進む一定の方向や道すじ。,3,394_3
395,あらわれ出ること。隠れていたものや見えなかったものなどが、姿をあらわすこと。,1,395_1
396,具体物を作ること。 ,1,396_1
396,彫刻・絵画などの芸術作品をつくること。また、映画や放送番組などをつくること。 ,2,396_2
396,規定や法式などを考えて決めること。,3,396_3
397,変わり動くこと。また、変え動かすこと。,1,397_1
398,国家の主権が国民にあること。 ,1,398_1
398,民主的。民主主義の原則によく符合すること。,2,398_2
399,多くの人や物の集まり。特に、人々が同じ目的のもとに集まってできた団体。,1,399_1
400,いくつかの文を連ね、まとまりのある思想や感情を表したもの。ふつうは、韻文に対する散文をいう。 ,1,400_1
400,文。センテンス。形の上で完結した、一つの事態を表す言語表現の一単位。 ,2,400_2
400,真意。内心。心づもり。内包された意味。 ,3,400_3
400,方法。計略。考え。,4,400_4
401,目指す方向。進む目標。また、行動の原則や基本。,1,401_1
402,司法・立法にならぶ国家の統治機能の一つ。法律や政令に従って国家機関や地方公共団体がその業務を行う。,1,402_1
403,広く一般に行き渡ること。,1,403_1
404,ある基準となる時からのち。それからあと。 ,1,404_1
404,今よりのち。この先。今後。,2,404_2
405,解決しなくてはならない問題。 ,1,405_1
405,プロジェクト。 ,2,405_2
405,問題を課すること。また、その問題。,3,405_3
406,刺激によって感情が高ぶること。,1,406_1
407,色・音・光・電波など言葉でない符号で意思を伝達する方法。また、その符号。 ,1,407_1
407,道路などにある交通規制のための機械。 ,2,407_2
407,ことや事件などの出発点。,3,407_3
408,数量がふえること。ふやすこと。,1,408_1
409,広く告げ知らせること。また、その知らせ。特に、新聞・テレビなどで知らせること。ニュース。,1,409_1
410,自然科学の一部門。物質の性質・構造や、物質相互間の変化・作用などを研究する学問。,1,410_1
411,外国との交際。外国との交渉。 ,1,411_1
411,会社で、外部に出て営業の交渉や販売をすること。,2,411_2
412,きわめて大きいこと。また、そのもの。,1,412_1
413,やりとげるのが苦しく難しいこと。 ,1,413_1
413,窮乏する。困窮する。,2,413_2
414,体内に取り入れた食物を分解し、吸収しやすい状態に変えるはたらき。 ,1,414_1
414,読んだり聞いたりしたものを理解して、自分のものとすること。 ,2,414_2
414,物事を残さず処理すること。,3,414_3
415,物事がよい方向に進んでいくこと。だんだんと発達すること。 ,1,415_1
415,社会の現状維持よりは変化、発展を好むこと。,2,415_2
416,乱れた状態にあるものを秩序正しくととのえること。 ,1,416_1
416,不要なものを取り除くこと。,2,416_2
417,はじめてつくりだすこと。,1,417_1
418,労働や運動をする、体の能力。,1,418_1
419,所属する社会や組織における位置・役割。また、身分。,1,419_1
420,物事の調子をととのえて具合よくすること。つりあいをとること。,1,420_1
421,多くのものを一つにまとめること。 ,1,421_1
421,それぞれ異なっていたものなどを同じにする。 ,2,421_2
421,心を一箇所に集中する。,3,421_3
422,うつしえがくこと。言葉・絵・文章などで、物事の姿かたちや状態などを表現すること。,1,422_1
423,理論・知識などを、必要に合わせて実際に用いること。,1,423_1
424,国家や社会の体制を根本から変えること。 ,1,424_1
424,物事が根本的に大きく変化すること。,2,424_2
425,互いに優劣や勝ち負けなどをきそい合うこと。,1,425_1
426,ある部分を特に強く主張したり目立つようにすること。,1,426_1
427,互いに入れかわったり、まじわったりすること。 ,1,427_1
427,一定時間ごとに交互に、流れる方向が逆方向になる電流。 ,2,427_2
427,交ざって流れる。,3,427_3
428,二種類以上のものが混じり合うこと。また、混ぜ合わせること。,1,428_1
429,理論や理念などを実際の行動に移すこと。,1,429_1
430,一か所に寄り合うこと。 ,1,430_1
430,数学で、一定の条件・範囲にあてはまるものを一つの全体と見なしたもの。 ,2,430_2
430,集める。収集する。,3,430_3
431,書籍。書物。本。,1,431_1
432,欠点や不備な点をよくすること。手を加えてさらによいものを作り出すこと。,1,432_1
433,求めに応じて物をあてがうこと。,1,433_1
434,減って少なくなること。また、減らして少なくすること。,1,434_1
435,力を貸して助けること。力添え。,1,435_1
436,さししめすこと。 ,1,436_1
436,指図すること。また、その指図。,2,436_2
437,目的を実現するための方法。手立て。 ,1,437_1
437,ことを処理する手腕、手並み。 ,2,437_2
437,小細工。せこい手。小賢しい策略。小才。,3,437_3
438,物事が順調にいくように、うながし進めること。,1,438_1
439,地球をとりまく空気全体。 ,1,439_1
439,度量の大きいさま。 ,2,439_2
439,大きな息。激しく吐き出す息。,3,439_3
440,分量や程度などがほどよいこと。 ,1,440_1
440,いい加減なこと。,2,440_2
441,肉体的・精神的にくたびれること。疲れ弱ること。 ,1,441_1
441,金属材料などが頻繁に使われたことで強度を失うこと。,2,441_2
442,国家が定めたきまり。特に、国会で制定された法規範。,1,442_1
443,束縛を解いて自由にすること。,1,443_1
444,刺激や作用が、強く激しいさま。,1,444_1
445,根拠のないことをあれこれと想像すること。現実にないことをあるように感じること。 ,1,445_1
445,空想する。幻想に陥る。,2,445_2
446,息を吸ったり吐いたりすること。生物が酸素と二酸化炭素を体内に入れかえる作用。 ,1,446_1
446,人と人との間の調子。また、物事をするときの微妙なコツ。 ,2,446_2
446,一度呼吸する間ぐらい非常に短い時間。,3,446_3
447,時の流れの中のある瞬間。 ,1,447_1
447,何かをするのにちょうどよい時。 ,2,447_2
447,短い時間。 ,3,447_3
447,いつも。常に。,4,447_4
448,柔らかくしなやかなこと。 ,1,448_1
448,考え方などを状況に応じて変えられること。,2,448_2
449,真実を証明するよりどころ。特に、判決の基礎となる事実の存否を裁判所が判断する材料。,1,449_1
450,土地を利用して作物を作ったり家畜を飼ったりして、人間生活に必要な食品・嗜好品や工業資材を生産する産業。,1,450_1
451,技術などが進歩すること。また、規模が次第に大きくなること。 ,1,451_1
451,成長して、より完全なものになっていくこと。 ,2,451_2
451,出世する。立身する。立身出世する。富む。,3,451_3
452,海に向かって長く突き出している陸地の部分。小さいものは岬・崎・鼻などという。,1,452_1
453,年をとった人。年寄り。 ,1,453_1
453,老いた両親。老親。 ,2,453_2
453,古参。元老。職場で長く勤めた人。,3,453_3
454,書物・書類などに書いてのせること。また、その文や内容。,1,454_1
455,してはならないと命じてその行為をさせないこと。行為を禁じること。 ,1,455_1
455,制止する。止める。,2,455_2
456,一つのまとまった形に作り上げること。,1,456_1
457,一国、または一定地域に住んでいる人の数。 ,1,457_1
457,人々の口。世間のうわさ。 ,2,457_2
457,家族。 ,3,457_3
457,人身。,4,457_4
458,人間が手を加えること。人間がつくり出すこと。 ,1,458_1
458,人力。人の力。手作業。 ,2,458_2
458,作業量を数える単位。一人が一日にできる仕事の分量。,3,458_3
459,動物と植物のこと。生命を持って活動し、繁殖するもの。 ,1,459_1
459,課目としての生物学。,2,459_2
460,地上の、ある特定の場所や位置。,1,460_1
461,二つのものの真ん中。 ,1,461_1
461,程度・性質などが中ぐらいなこと。かたよっていないこと。 ,2,461_2
461,進行の途中。 ,3,461_3
461,中。内部。,4,461_4
462,こわすこと。こわれること。 ,1,462_1
462,違反する。破る。 ,2,462_2
462,損なう。損害を負わせる。,3,462_3
463,学位の最高位。大学院の博士課程を修了、またはそれと同等の学力を持つと認められて学位論文の審査・試験に合格した者。ドクター。 ,1,463_1
463,学問などで、その道に深く通じている人。また、ある分野、事柄に特に詳しい人。,2,463_2
464,強く感じて、心を打たれること。はなはだしく感動すること。 ,1,464_1
464,感謝を深く感じること。,2,464_2
465,判断するために、いろいろな要素や条件を考えること。,1,465_1
466,入り乱れて秩序がなくなること。,1,466_1
467,水面のように平らなさま。 ,1,467_1
467,地球の重力の方向と直角に交わる方向。 ,2,467_2
467,水準。レベル。,3,467_3
468,新たにつくり上げること。,1,468_1
469,皇帝が統治する国家。,1,469_1
470,投げ入れること。投げこむこと。 ,1,470_1
470,資本や人員などをつぎこむこと。 ,2,470_2
470,没入する。没頭する。専念する。 ,3,470_3
470,突入する。開始する。 ,4,470_4
470,参加する。 ,5,470_5
470,飛び込む。,6,470_6
471,個人の日々の出来事や感想などを書き記したもの。ダイアリー。,1,471_1
472,利益があること。都合のよいさま。 ,1,472_1
472,形勢がよいこと。,2,472_2
473,万一。もし。～した後には。 ,1,473_1
473,ひとまず。一応。 ,2,473_2
473,一朝一夕に。ある日突然。 ,3,473_3
473,ある日。,4,473_4
474,ぴったり一つになること。同じになること。,1,474_1
475,学問、研究を仕事としている人。,1,475_1
476,学校などで、学業・技芸を教える人。先生。教員。,1,476_1
477,時間を追って物事が移り変わっていくこと。なりゆき。 ,1,477_1
477,時間が過ぎていくこと。 ,2,477_2
477,ある場所を過ぎる。経る。通過する。 ,3,477_3
477,経る。体験する。,4,477_4
478,あらゆる事物や事象の根本にあり、それを成立させるうえでの基本的な法則。根本的な理論。,1,478_1
479,社会一般。国民一般を対象としていること。,1,479_1
480,心の満ち足りたさま。しあわせ。さいわい。,1,480_1
481,考えること。考え。,1,481_1
482,軍のトップとして軍隊を指揮し統率する武官。,1,482_1
483,品や主義などについて多くの人々の理解を求めるために、広く説明してまわること。,1,483_1
484,好ましく思って愛情をそそぐこと。,1,484_1
485,角の大きさ。角の度数。 ,1,485_1
485,物事を見る方向。観点。,2,485_2
486,議論・考察されて得られた最終的な判断・意見。,1,486_1
487,物の売買を仕事とする人。,1,487_1
488,品物を販売する店。,1,488_1
489,物や体力や気力を使い減らすこと。使ってなくすこと。,1,489_1
490,人を客としてまねいて、もてなすこと。 ,1,490_1
490,接待する。 ,2,490_2
490,接待員。,3,490_3
491,事態が差し迫って重大なこと。程度がはなはだしく重大なこと。 ,1,491_1
491,印象、感じ方、傷などが強烈だ。深い。 ,2,491_2
491,深みがある。,3,491_3
492,ゆれ動くこと。ゆり動かすこと。 ,1,492_1
492,臭いなどがとてもひどい。,2,492_2
493,電流が単位時間にする仕事の量。直流では電圧と電流の積で表す。単位はワット。記号はＷ。,1,493_1
494,深く物事に情熱を傾け打ちこむこと。,1,494_1
495,経過してきた年月。 ,1,495_1
495,時の流れをあるまとまりで区切った期間。 ,2,495_2
495,年齢層。世代。,3,495_3
496,官庁で公務に従事する者。官吏。役人。特に、行政の中心となる上級の公務員。 ,1,496_1
496,(「官僚的」の形で)公務員のように、態度や仕事の方式が事務的だったり硬直していたりする。,2,496_2
497,目に見えるありさま。景色。 ,1,497_1
497,景色。風景。 ,2,497_2
497,ぐらい。程度。,3,497_3
498,二つ以上の物を合わせて一つの物をつくること。,1,498_1
499,いろ。いろどり。 ,1,499_1
499,傾向。ようす。,2,499_2
500,人が死ぬこと。死去。,1,500_1
501,いくらか。わずか。少々。,1,501_1
502,心が温かくて人に対して思いやりがあり、情にあついこと。 ,1,502_1
502,親密なこと。親近感。親密な感じ。,2,502_2
503,人間。,1,503_1
504,地中にある、炭化水素を主成分とする可燃性の液体。精製して灯油・軽油・重油などを得る。,1,504_1
505,あざやかで明るくはっきりしていること。 ,1,505_1
505,態度などが明確なこと。,2,505_2
506,別々のものを一定の原理のもとに秩序づけたものの全体。システム。,1,506_1
507,動きなどが途中でとまること。また、とめること。 ,1,507_1
507,禁止すること。一時差しとめること。,2,507_2
508,同一の平面にある二直線、または平面とその外にある直線や平面が、いくら延長しても交わらないこと。 ,1,508_1
508,二つ以上の物事が同時に行われること。 ,2,508_2
508,同級,3,508_3
509,外国と商品の取引をすること。また、その取引。,1,509_1
510,はっきりしていて、まちがいのないこと。 ,1,510_1
510,明確にする。,2,510_2
511,法律・協定・約束などにしたがわないこと。,1,511_1
512,あるものと他のものとのちがい。 ,1,512_1
512,ちがいによって分けること。,2,512_2
513,それまでの状態が続くこと。また、続けること。,1,513_1
514,製品を製造・加工するもとになるもの。,1,514_1
515,古い時代。大昔。いにしえ。はるかな昔。,1,515_1
516,客。 ,1,516_1
516,ひいきの客。お得意の客。,2,516_2
517,事物の基盤となるところ。 ,1,517_1
517,育ってきた環境、血統、本来の性格。 ,2,517_2
517,重要だ。根本的。 ,3,517_3
517,根本的に。徹底的に。完全に。 ,4,517_4
517,そもそも。最初から。ハナから。 ,5,517_5
517,全く。全然。最初から。,6,517_6
518,自分で自分のことを処理すること。,1,518_1
519,その国の中央政府がある都市。首府。,1,519_1
520,物体を推して前に送り出す。 ,1,520_1
520,おしすすめ進展させること。 ,2,520_2
520,進撃する。推し進む。 ,3,520_3
520,おしこむ。,4,520_4
521,他を圧倒する力。いきおい。 ,1,521_1
521,ある属性や力を持った集団。,2,521_2
522,新しいものを作り出すこと。 ,1,522_1
522,作り話。つくりごと。うそ。,2,522_2
523,状況や境遇などに応じて変化すること。,1,523_1
524,差がないこと。等しいこと。 ,1,524_1
524,同じこと。,2,524_2
525,急速な化学反応で、多量のガスや熱が光・音・衝撃波などを伴って一度に発生し、破壊作用を起こす現象。 ,1,525_1
525,おさえていたものが一度にふき出すこと。 ,2,525_2
525,勃発する。突然起きる。,3,525_3
526,一体のものを、各部分や要素にわけること。また、わかれること。 ,1,526_1
526,化学変化で、化合物が二種類以上の物質にわかれること。 ,2,526_2
526,瓦解する。分裂する。 ,3,526_3
526,説明する。解明する。弁解する。,4,526_4
527,まちがっているところや不十分なところを直して正しくすること。,1,527_1
528,近づいて触れること。 ,1,528_1
528,他人や外界と交渉を持つこと。,2,528_2
529,個人または団体が、意見や方針などを公に表明すること。また、その言葉。,1,529_1
530,規模が大きく、激しい戦争。,1,530_1
531,勢力や威力があること。また、影響力や効力のあるさま。 ,1,531_1
531,見込みのあること。可能性の高いこと。 ,2,531_2
531,力が込もる。強い。,3,531_3
532,幕が開いて、映画・演劇などが始まること。また、始めること。 ,1,532_1
532,物事が始まること。また、始めること。,2,532_2
533,迷いを脱して真理をさとること。 ,1,533_1
533,よくないことを予測したり重大な事柄を目前にしたりして心構えをすること。,2,533_2
534,物事が進行・発展していく段階。経過の道すじ。プロセス。,1,534_1
535,決まった場所に住むこと。また、そのすまい。,1,535_1
536,起こる原因や因果関係などが予測できないこと。思いがけないこと。 ,1,536_1
536,ときおり。時々。,2,536_2
537,急激な地殻の変動、火山の爆発などで、地面が広範囲に揺れること。,1,537_1
538,事業をするもととなる金銭。 ,1,538_1
538,活動のもとになるもの。,2,538_2
539,政治上の主義や意見を同じくする者が、それらの実現を目指して組織する団体。,1,539_1
540,二つのものが互いに張り合って譲らないこと。,1,540_1
541,多数の人々。,1,541_1
542,地球の表面の広大な土地。天に対して、生活を確実に支えてくれるものとしての、地面。,1,542_1
543,通り過ぎること。 ,1,543_1
543,無事に通ること。また、議案が可決されること。,2,543_2
544,機械を動かす力。電力・水力・風力・原子力など。 ,1,544_1
544,物事を発展させ、推進する力。,2,544_2
545,農業用の薬品。殺虫・殺菌や除草などに使う。,1,545_1
546,罪をおかすこと。また、おかした罪。,1,546_1
547,戦闘において、攻撃と防御に使う道具や器具。 ,1,547_1
547,その人の持つ有力な手段のたとえ。,2,547_2
548,官庁、会社、クラブなどの組織で、部をまとめ取り仕切る人。,1,548_1
549,物質をおしつける力。 ,1,549_1
549,他人の意志をおさえつける強い力。,2,549_2
550,大気の圧力。,1,550_1
551,結びつくこと。複数の物が一つになること。 ,1,551_1
551,夫婦となる。結婚する。,2,551_2
552,おおやけに定められた方式・形式。 ,1,552_1
552,数学で、一般法則を記号で書き表した式。 ,2,552_2
552,一般法則。,3,552_3
553,個人や団体などの所有する金銭や土地など、経済的に価値を持つもの。 ,1,553_1
553,得がたく大切な事物。,2,553_2
554,軽々しく扱えないほど、大事なさま。普通でないさま。,1,554_1
